id,bert_sentence,t5_sentence,target,label
1055,Twitter psychosis: a rare variation or a distinct syndrome?,Twitter psychosis: a rare variation or a distinct syndrome?,funny,1
2347,Rate of vision loss in neovascular age-related macular degeneration explored,Rate of vision loss in neovascular age-related macular degeneration explored,not funny,0
2794,Why standard deviation as a measure of dispersion needs a mention in a dataset,Why standard deviation as a measure of dispersion needs a mention in a dataset,not funny,0
1258,Changing Eating Habits on the Home Front: Lost Lessons from World War II Research.,Changing Eating Habits on the Home Front: Lost Lessons from World War II Research.,funny,1
1106,Traits and Behaviors Assigned to an Adolescent Wearing an Alcohol Promotional T-Shirt.,Traits and Behaviors Assigned to an Adolescent Wearing an Alcohol Promotional T-Shirt.,funny,1
847,Can the garden slug live in the human stomach?,Can the garden slug live in the human stomach?,funny,1
2292,Informational and statistical measures of the self-organization of the heart regulation systems in the analysis of heart rate variability,Informational and statistical measures of the self-organization of the heart regulation systems in the analysis of heart rate variability,not funny,0
1335,On the function of groaning and hyperventilation during sexual intercourse: intensification of sexual experience by altering brain metabolism through hypocapnia.,On the function of groaning and hyperventilation during sexual intercourse: intensification of sexual experience by altering brain metabolism through hypocapnia.,funny,1
387,Perceptions of Flatulence From Bean Consumption Among Adults in 3 Feeding Studies,Perceptions of Flatulence From Bean Consumption Among Adults in 3 Feeding Studies,funny,1
652,Suicide by Jumping From a Bridge.,Suicide by Jumping From a Bridge.,funny,1
2599,Is Endogenous GLP-1 the Only Important Enhancer of Glucose-Induced Insulin Secretion in Type 2 Diabetes?,Is Endogenous GLP-1 the Only Important Enhancer of Glucose-Induced Insulin Secretion in Type 2 Diabetes?,not funny,0
2948,Intraamygdaloid microinjection of RFamide-related peptide-3 decreases food intake in rats,Intraamygdaloid microinjection of RFamide-related peptide-3 decreases food intake in rats,not funny,0
2564,Changing trends in cytomegalovirus retinitis with highly active anti-retroviral therapy (HAART),Changing trends in cytomegalovirus retinitis with highly active anti-retroviral therapy (HAART),not funny,0
806,Influence of Travelling on Decision-Making.,Influence of Travelling on Decision-Making.,funny,1
2181,Endoscopic stent configuration and bile flow rates in a variable diameter bile duct model,Endoscopic stent configuration and bile flow rates in a variable diameter bile duct model,not funny,0
367,Do Ethicists Steal More Books?,Do Ethicists Steal More Books?,funny,1
2417,An apparent compression cannot explain the difference between the original and the induced Roelofs effect,An apparent compression cannot explain the difference between the original and the induced Roelofs effect,not funny,0
2612,"Irineochytrium, a new genus in Chytridiales having zoospores and aplanospores.","Irineochytrium, a new genus in Chytridiales having zoospores and aplanospores.",not funny,0
2903,Selective populations of hippocampal interneurons express ErbB4 and their number and distribution is altered in ErbB4 knockout mice.,Selective populations of hippocampal interneurons express ErbB4 and their number and distribution is altered in ErbB4 knockout mice.,not funny,0
1302,Fruit Machine Gambling and Criminal Behaviour: Issues for the Judiciary.,Fruit Machine Gambling and Criminal Behaviour: Issues for the Judiciary.,funny,1
3328,Neural Mechanisms Underlying Human Consensus Decision-Making,Neural Mechanisms Underlying Human Consensus Decision-Making,not funny,0
2631,Die neuen Heilverfahren der DGUV: Aus Sicht der BG Kliniken,Die neuen Heilverfahren der DGUV: Aus Sicht der BG Kliniken,not funny,0
2371,Comparison of ERGs recorded with skin and corneal-contact electrodes in normal children and adults,Comparison of ERGs recorded with skin and corneal-contact electrodes in normal children and adults,not funny,0
1412,Earwax (cerumen) might be formulated into a safe and biodegradable insect repellent.,Earwax (cerumen) might be formulated into a safe and biodegradable insect repellent.,funny,1
3191,The encoding of alternatives in multiple-choice decision-making,The encoding of alternatives in multiple-choice decision-making,not funny,0
2805,Resilience and reduced c-Fos expression in P2X7 receptor knockout mice exposed to repeated forced swim test,Resilience and reduced c-Fos expression in P2X7 receptor knockout mice exposed to repeated forced swim test,not funny,0
2977,Bipolar and borderline patients display differential patterns of functional connectivity among resting state networks,Bipolar and borderline patients display differential patterns of functional connectivity among resting state networks,not funny,0
1264,Drinking grandma: the problem of embalming,Drinking grandma: the problem of embalming,funny,1
1549,The psychology of the Fruit Machine.,The psychology of the Fruit Machine.,funny,1
459,Response of American Black Ducks to Dietary Uranium: A Proposed Substitute for Lead Shot,Response of American Black Ducks to Dietary Uranium: A Proposed Substitute for Lead Shot,funny,1
1212,"Effects of laughing, smiling, and howling on mood.","Effects of laughing, smiling, and howling on mood.",funny,1
1013,Velocity necessary for a BB to penetrate the eye: an experimental study using pig eyes,Velocity necessary for a BB to penetrate the eye: an experimental study using pig eyes,funny,1
2657,A pending issue: an analysis of health promotion research in Latin America.,A pending issue: an analysis of health promotion research in Latin America.,not funny,0
1241,Polish Pope Jokes.,Polish Pope Jokes.,funny,1
3123,An LRRTM4-HSPG Complex Mediates Excitatory Synapse Development on Dentate Gyrus Granule Cells,An LRRTM4-HSPG Complex Mediates Excitatory Synapse Development on Dentate Gyrus Granule Cells,not funny,0
2635,"Amplification of genomic DNA demonstrates the presence of the t(2;5) (p23;q35) in anaplastic large cell lymphoma, but not in other non-Hodgkin's lymphomas, Hodgkin's disease, or lymphomatoid papulosis.","Amplification of genomic DNA demonstrates the presence of the t(2;5) (p23;q35) in anaplastic large cell lymphoma, but not in other non-Hodgkin's lymphomas, Hodgkin's disease, or lymphomatoid papulosis.",not funny,0
1031,Effects of Pleasant Ambient Fragrances on Dental Fear: Comparing Apples and Oranges.,Effects of Pleasant Ambient Fragrances on Dental Fear: Comparing Apples and Oranges.,funny,1
2969,Interplay between acoustic/phonetic and semantic processes during spoken sentence comprehension: An ERP study,Interplay between acoustic/phonetic and semantic processes during spoken sentence comprehension: An ERP study,not funny,0
1628,Cause of Microbial Death during Freezing in a Soft-Serve Ice Cream Freezer.,Cause of Microbial Death during Freezing in a Soft-Serve Ice Cream Freezer.,funny,1
88,Rectal foreign bodies: case reports and a comprehensive review of the world's literature,Rectal foreign bodies: case reports and a comprehensive review of the world's literature,funny,1
2989,Persistent irregular activity is a result of rebound and coincident detection mechanisms: A computational study,Persistent irregular activity is a result of rebound and coincident detection mechanisms: A computational study,not funny,0
1192,"Eunuchs in Contemporary Society: Expectations, Consequences and Adjustments to Castration. Part II.","Eunuchs in Contemporary Society: Expectations, Consequences and Adjustments to Castration. Part II.",funny,1
2821,Differential effects of intrastriatal 6-hydroxydopamine on cell number and morphology in midbrain dopaminergic subregions of the rat,Differential effects of intrastriatal 6-hydroxydopamine on cell number and morphology in midbrain dopaminergic subregions of the rat,not funny,0
355,The Development of a Menstrual Distress Questionnaire,The Development of a Menstrual Distress Questionnaire,funny,1
1019,"Benefits of size dimorphism and copulatory silk wrapping in the sexually cannibalistic nursery web spider, Pisaurina mira","Benefits of size dimorphism and copulatory silk wrapping in the sexually cannibalistic nursery web spider, Pisaurina mira",funny,1
2882,Serotonin depletion attenuates AY-9944-mediated atypical absence seizures.,Serotonin depletion attenuates AY-9944-mediated atypical absence seizures.,not funny,0
3209,Influence of gaze elevation on estimating the possibility of passing under high obstacles during body tilt,Influence of gaze elevation on estimating the possibility of passing under high obstacles during body tilt,not funny,0
877,"The effects of caffeine, dextroamphetamine, and modafinil on humor appreciation during sleep deprivation.","The effects of caffeine, dextroamphetamine, and modafinil on humor appreciation during sleep deprivation.",funny,1
445,Relationship between Machiavellianism Scores and Performance of Real Estate Salespersons,Relationship between Machiavellianism Scores and Performance of Real Estate Salespersons,funny,1
162,Fragmentation of Rods by Cascading Cracks: Why Spaghetti Does Not Break in Half,Fragmentation of Rods by Cascading Cracks: Why Spaghetti Does Not Break in Half,funny,1
2203,Long-term immunogenicity of hepatitis B vaccination in children and adolescents in a southern Italian town,Long-term immunogenicity of hepatitis B vaccination in children and adolescents in a southern Italian town,not funny,0
250,Can classic moral stories promote honesty in children?,Can classic moral stories promote honesty in children?,funny,1
2949,"Clinical characteristics of myelin oligodendrocyte glycoprotein seropositive optic neuritis: a cohort study in Shanghai, China","Clinical characteristics of myelin oligodendrocyte glycoprotein seropositive optic neuritis: a cohort study in Shanghai, China",not funny,0
981,Use of Fluoxetine for the Treatment of Stereotypical Pacing Behavior in a Captive Polar Bear,Use of Fluoxetine for the Treatment of Stereotypical Pacing Behavior in a Captive Polar Bear,funny,1
885,Machiavellianism Scores and Self-Rated Performance of Automobile Salespersons,Machiavellianism Scores and Self-Rated Performance of Automobile Salespersons,funny,1
1873,"Cichlid species diversity in naturally and anthropogenically turbid habitats of Lake Victoria, East Africa","Cichlid species diversity in naturally and anthropogenically turbid habitats of Lake Victoria, East Africa",not funny,0
1594,Anatomy of a bathtub vortex.,Anatomy of a bathtub vortex.,funny,1
1713,Bodenfauna als Ökologischer Dienstleister  Collembolen und Nematoden fördern den Abbau von Deoxynivalenol in Fusarium-infiziertem Weizenstroh,Bodenfauna als Ökologischer Dienstleister  Collembolen und Nematoden fördern den Abbau von Deoxynivalenol in Fusarium-infiziertem Weizenstroh,not funny,0
174,Dying to Save Taxes: Evidence from Estate Tax Returns on the Death Elasticity,Dying to Save Taxes: Evidence from Estate Tax Returns on the Death Elasticity,funny,1
1774,"Vocal behaviour of Barred Antshrikes, a Neotropical duetting suboscine bird","Vocal behaviour of Barred Antshrikes, a Neotropical duetting suboscine bird",not funny,0
1946,Low-temperature polysilicon thin-film transistors fabricated from laser-processed sputtered-silicon films,Low-temperature polysilicon thin-film transistors fabricated from laser-processed sputtered-silicon films,not funny,0
2250,Multicenter phase III trial to evaluate CD34(+) selected versus unselected autologous peripheral blood progenitor cell transplantation in multiple myeloma.,Multicenter phase III trial to evaluate CD34(+) selected versus unselected autologous peripheral blood progenitor cell transplantation in multiple myeloma.,not funny,0
823,Human Ears Grow Throughout the Entire Lifetime According to Complicated and Sexually Dimorphic Patterns: Conclusions from a Cross-sectional Analysis,Human Ears Grow Throughout the Entire Lifetime According to Complicated and Sexually Dimorphic Patterns: Conclusions from a Cross-sectional Analysis,funny,1
2573,Magnetic resonance imaging of distal tibia and calcaneus for forensic age estimation in living individuals,Magnetic resonance imaging of distal tibia and calcaneus for forensic age estimation in living individuals,not funny,0
666,A Statistical Association Between Liberal Body Hair Growth and Intelligence.,A Statistical Association Between Liberal Body Hair Growth and Intelligence.,funny,1
3004,"A method to solubilise protein aggregates for immunoassay quantification which overcomes the neurofilament ""hook"" effect","A method to solubilise protein aggregates for immunoassay quantification which overcomes the neurofilament ""hook"" effect",not funny,0
2988,Flicker parameters are different for suppression of myopia and hyperopia,Flicker parameters are different for suppression of myopia and hyperopia,not funny,0
3207,Clinical improvement and survival in breast cancer leptomeningeal metastasis correlate with the cytologic response to intrathecal chemotherapy,Clinical improvement and survival in breast cancer leptomeningeal metastasis correlate with the cytologic response to intrathecal chemotherapy,not funny,0
2830,How Attention Can Create Synaptic Tags for the Learning of Working Memories in Sequential Tasks,How Attention Can Create Synaptic Tags for the Learning of Working Memories in Sequential Tasks,not funny,0
159,"Dust, Mites and Bedding","Dust, Mites and Bedding",funny,1
140,Reduction of Allergic Skin Weal Responses by Sexual Intercourse in Allergic Patients,Reduction of Allergic Skin Weal Responses by Sexual Intercourse in Allergic Patients,funny,1
575,Dr. Carl Andrew Zapffe: A Cod Proposes a Flying Interferometer,Dr. Carl Andrew Zapffe: A Cod Proposes a Flying Interferometer,funny,1
1805,Influence of cropping system and nitrogen input on soil fauna and microorganisms in a Swedish arable soil,Influence of cropping system and nitrogen input on soil fauna and microorganisms in a Swedish arable soil,not funny,0
2397,Serotherapy of B-cell neoplasms with anti-B4-blocked ricin: a phase I trial of daily bolus infusion,Serotherapy of B-cell neoplasms with anti-B4-blocked ricin: a phase I trial of daily bolus infusion,not funny,0
1851,A Simple and Affordable Method of DNA Extraction from Fish Scales for Polymerase Chain Reaction,A Simple and Affordable Method of DNA Extraction from Fish Scales for Polymerase Chain Reaction,not funny,0
774,Disgust Sensitivity and Meat Consumption: A Test of an Emotivist Account of Moral Vegetarianism,Disgust Sensitivity and Meat Consumption: A Test of an Emotivist Account of Moral Vegetarianism,funny,1
2344,Variation in guideline-concordant care for elderly patients with metastatic breast cancer in the United States,Variation in guideline-concordant care for elderly patients with metastatic breast cancer in the United States,not funny,0
2104,User-Centric Intercell Interference Nulling for Downlink Small Cell Networks,User-Centric Intercell Interference Nulling for Downlink Small Cell Networks,not funny,0
343,Is that a bathtub in your kitchen?,Is that a bathtub in your kitchen?,funny,1
793,An unresponsive biochemistry professor in the bathtub,An unresponsive biochemistry professor in the bathtub,funny,1
1001,Navigation-related structural change in the hippocampi of taxi drivers,Navigation-related structural change in the hippocampi of taxi drivers,funny,1
2815,Pattern formation in a mean field model of electrocortical activity,Pattern formation in a mean field model of electrocortical activity,not funny,0
442,Synchronization of Behaviour in Grazing Cattle,Synchronization of Behaviour in Grazing Cattle,funny,1
790,The Problem of the Locomotive-God,The Problem of the Locomotive-God,funny,1
1303,Role of Conditioning and Verbal Suggestion in Placebo and Nocebo Effects on Itch,Role of Conditioning and Verbal Suggestion in Placebo and Nocebo Effects on Itch,funny,1
1776,A comparison of two common sample preparation techniques for lipid and fatty acid analysis in three different coral morphotypes reveals quantitative and qualitative differences,A comparison of two common sample preparation techniques for lipid and fatty acid analysis in three different coral morphotypes reveals quantitative and qualitative differences,not funny,0
1780,Evaluating Ascorbate Oxidase as a Plant Defense Against Leaf-Chewing Insects Using Transgenic Poplar,Evaluating Ascorbate Oxidase as a Plant Defense Against Leaf-Chewing Insects Using Transgenic Poplar,not funny,0
3007,Eye position and memory saccade related responses in substantia nigra pars reticulata,Eye position and memory saccade related responses in substantia nigra pars reticulata,not funny,0
536,Do cosmetics enhance female Caucasian facial attractiveness?,Do cosmetics enhance female Caucasian facial attractiveness?,funny,1
2582,Interruption of the Inferior Extension of the Compact Atrioventricular Node Underlies Successful Radio Frequency Ablation of Atrioventricular Nodal Reentrant Tachycardia,Interruption of the Inferior Extension of the Compact Atrioventricular Node Underlies Successful Radio Frequency Ablation of Atrioventricular Nodal Reentrant Tachycardia,not funny,0
917,An unusual foreign body in the nostril.,An unusual foreign body in the nostril.,funny,1
2031,Dual Frequency Millimeter-Wave Illumination of a Detector Diode,Dual Frequency Millimeter-Wave Illumination of a Detector Diode,not funny,0
2557,Value of electrocardiographic parameters and ajmaline test in the diagnosis of Brugada syndrome caused by SCN5A mutations.,Value of electrocardiographic parameters and ajmaline test in the diagnosis of Brugada syndrome caused by SCN5A mutations.,not funny,0
44,Courtship Behaviour of Ostriches (Struthio camelus) Towards Humans Under Farming Conditions in Britain.,Courtship Behaviour of Ostriches (Struthio camelus) Towards Humans Under Farming Conditions in Britain.,funny,1
2343,Macular hole treated by the inverted internal limiting membrane flap technique: case report,Macular hole treated by the inverted internal limiting membrane flap technique: case report,not funny,0
3216,Semantic Priming in Broca's Aphasics at a Short SOA: No Support for an Automatic Access Deficit,Semantic Priming in Broca's Aphasics at a Short SOA: No Support for an Automatic Access Deficit,not funny,0
1508,Drug use patterns at major rock concert events.,Drug use patterns at major rock concert events.,funny,1
81,The Role of Auditory Cues in Modulating the Perceived Crispness and Staleness of Potato Chips.,The Role of Auditory Cues in Modulating the Perceived Crispness and Staleness of Potato Chips.,funny,1
2781,Some in vivo electrophysiological properties of locus coeruleus neurones in fetal rats,Some in vivo electrophysiological properties of locus coeruleus neurones in fetal rats,not funny,0
271,Trinkaus: An Informal Look,Trinkaus: An Informal Look,funny,1
2461,Grafts for mesenterico-portal vein resections can be avoided during pancreatoduodenectomy.,Grafts for mesenterico-portal vein resections can be avoided during pancreatoduodenectomy.,not funny,0
3354,Exposure to foods' non-taste sensory properties. A nursery intervention to increase children's willingness to try fruit and vegetables,Exposure to foods' non-taste sensory properties. A nursery intervention to increase children's willingness to try fruit and vegetables,not funny,0
2498,The accelerated failure time model under biased sampling.,The accelerated failure time model under biased sampling.,not funny,0
476,Improving lip wrinkles: lipstick-related image analysis,Improving lip wrinkles: lipstick-related image analysis,funny,1
533,The central role of the nose in the face and the psyche.,The central role of the nose in the face and the psyche.,funny,1
3101,Striatal influences on paravermal cerebellar activity,Striatal influences on paravermal cerebellar activity,not funny,0
1324,Doing better by getting worse: posthypnotic amnesia improves random number generation.,Doing better by getting worse: posthypnotic amnesia improves random number generation.,funny,1
1831,Variability and structure of natural populations of Hordeum murinum L. based on morphology,Variability and structure of natural populations of Hordeum murinum L. based on morphology,not funny,0
2049,Fast Convolution Filter-Bank Based Non-Orthogonal Multiplexed Cognitive Radio (NOMCR) Receiver Design Using Cyclostationarity Based FRESH Filtering,Fast Convolution Filter-Bank Based Non-Orthogonal Multiplexed Cognitive Radio (NOMCR) Receiver Design Using Cyclostationarity Based FRESH Filtering,not funny,0
2530,Myenteric plexitis in enteric dysmotility: what are the implications for clinical practice?,Myenteric plexitis in enteric dysmotility: what are the implications for clinical practice?,not funny,0
268,Did you hear the one about the doctor? An examination of doctor jokes posted on Facebook.,Did you hear the one about the doctor? An examination of doctor jokes posted on Facebook.,funny,1
1510,Deodorization of garlic breath volatiles by food and food components.,Deodorization of garlic breath volatiles by food and food components.,funny,1
234,Expletives of Lower Working-Class Women,Expletives of Lower Working-Class Women,funny,1
2638,Neonatal orchitis mimicking cystic dysplasia of the testis,Neonatal orchitis mimicking cystic dysplasia of the testis,not funny,0
2590,Reply to 'Comment on 'Circulating Neutrophils in patients with hepatocellular carcinoma'',Reply to 'Comment on 'Circulating Neutrophils in patients with hepatocellular carcinoma'',not funny,0
2308,Gehört  Gelesen  Nachgefragt,Gehört  Gelesen  Nachgefragt,not funny,0
1840,Molecular characterization of a powdery mildew resistance gene in wheat cultivar suwon 92.,Molecular characterization of a powdery mildew resistance gene in wheat cultivar suwon 92.,not funny,0
288,Blue whale earplug reveals lifetime contaminant exposure and hormone profiles.,Blue whale earplug reveals lifetime contaminant exposure and hormone profiles.,funny,1
1092,Position Paper: Management of Men Complaining of a Small Penis Despite an Actually Normal Size,Position Paper: Management of Men Complaining of a Small Penis Despite an Actually Normal Size,funny,1
734,Hereditary somnambulism in Dracula,Hereditary somnambulism in Dracula,funny,1
2791,Characterization of dendritic morphology and neurotransmitter phenotype of thoracic descending propriospinal neurons after complete spinal cord transection and GDNF treatment,Characterization of dendritic morphology and neurotransmitter phenotype of thoracic descending propriospinal neurons after complete spinal cord transection and GDNF treatment,not funny,0
513,Studies in the Respiration of Paramecium caudatum,Studies in the Respiration of Paramecium caudatum,funny,1
811,"Fashions in Shaving and Trimming of the Beard: The Men of the Illustrated London News, 1842-1972","Fashions in Shaving and Trimming of the Beard: The Men of the Illustrated London News, 1842-1972",funny,1
2829,Sporadic late onset paroxysmal cerebellar ataxia,Sporadic late onset paroxysmal cerebellar ataxia,not funny,0
2251,Intérêt diagnostique et thérapeutique de la mucosectomie par aspiration endoscopique dans le traitement du cancer gastrique épithélial,Intérêt diagnostique et thérapeutique de la mucosectomie par aspiration endoscopique dans le traitement du cancer gastrique épithélial,not funny,0
816,Effects of Fluoxetine on the Activity of Phagocytosis in Stressed Mice,Effects of Fluoxetine on the Activity of Phagocytosis in Stressed Mice,funny,1
829,Celebrating Fragmentation: The Presence of Aristocratic Body Parts in Monastic Houses in Twelfth- and Thirteenth-Century England,Celebrating Fragmentation: The Presence of Aristocratic Body Parts in Monastic Houses in Twelfth- and Thirteenth-Century England,funny,1
1262,The Cow with Zits.,The Cow with Zits.,funny,1
3353,Connectivity Analysis and Feature Classification in Attention Deficit Hyperactivity Disorder Sub-Types: A Task Functional Magnetic Resonance Imaging Study,Connectivity Analysis and Feature Classification in Attention Deficit Hyperactivity Disorder Sub-Types: A Task Functional Magnetic Resonance Imaging Study,not funny,0
280,Is the last man standing in comedy the least funny? A retrospective cohort study of elite stand-up comedians versus other entertainers,Is the last man standing in comedy the least funny? A retrospective cohort study of elite stand-up comedians versus other entertainers,funny,1
2091,A Grid-Interactive Permanent-Magnet Synchronous Motor-Driven Solar Water-Pumping System,A Grid-Interactive Permanent-Magnet Synchronous Motor-Driven Solar Water-Pumping System,not funny,0
1278,Blasted cell line names,Blasted cell line names,funny,1
251,"Some Comparative Aspects of Yawning in Betta splendens, Homo sapiens, Panthera leo, and Papio sphinx.","Some Comparative Aspects of Yawning in Betta splendens, Homo sapiens, Panthera leo, and Papio sphinx.",funny,1
1870,"Alternative mating tactics in the gobiid fish,Eviota prasina","Alternative mating tactics in the gobiid fish,Eviota prasina",not funny,0
2208,Large differences in variability for genes associated with antimalarial drug resistance between samples from Tanzania and Ethiopia,Large differences in variability for genes associated with antimalarial drug resistance between samples from Tanzania and Ethiopia,not funny,0
2954,Observers are consistent when rating image conspicuity,Observers are consistent when rating image conspicuity,not funny,0
2860,Event-related brain potentials (ERPs) elicited by novel stimuli during sentence processing.,Event-related brain potentials (ERPs) elicited by novel stimuli during sentence processing.,not funny,0
2028,Dark Current Random Telegraph Signals in Solid-State Image Sensors,Dark Current Random Telegraph Signals in Solid-State Image Sensors,not funny,0
1046,Self-fertilization in human: having a male embryo without a father.,Self-fertilization in human: having a male embryo without a father.,funny,1
2185,Hepatoprotective effects of artemisia scoparia against carbon tetrachloride: an environmental contaminant.,Hepatoprotective effects of artemisia scoparia against carbon tetrachloride: an environmental contaminant.,not funny,0
32,Colonic Gas Explosion During Therapeutic Colonoscopy with Electrocautery,Colonic Gas Explosion During Therapeutic Colonoscopy with Electrocautery,funny,1
3185,News on the horizon is not good: interictal epileptic discharges continue to be unaffected by the therapeutic level of AEDs.,News on the horizon is not good: interictal epileptic discharges continue to be unaffected by the therapeutic level of AEDs.,not funny,0
865,Visual Cues Given by Humans Are Not Sufficient for Asian Elephants (Elephas maximus) to Find Hidden Food,Visual Cues Given by Humans Are Not Sufficient for Asian Elephants (Elephas maximus) to Find Hidden Food,funny,1
3217,Threshold control of arm posture and movement adaptation to load,Threshold control of arm posture and movement adaptation to load,not funny,0
2068,Probe/PreAck: A Joint Solution for Mitigating Hidden and Exposed Node Problems and Enhancing Spatial Reuse in Dense WLANs,Probe/PreAck: A Joint Solution for Mitigating Hidden and Exposed Node Problems and Enhancing Spatial Reuse in Dense WLANs,not funny,0
1637,Cheiloscopy: The Study of Lip Prints in Sex Identification,Cheiloscopy: The Study of Lip Prints in Sex Identification,funny,1
2213,Bedside Ultrasound Can Predict Nonalcoholic Fatty Liver Disease in the Hands of Clinicians Using a Prototype Image,Bedside Ultrasound Can Predict Nonalcoholic Fatty Liver Disease in the Hands of Clinicians Using a Prototype Image,not funny,0
1647,A Sparse Robust Model for a Linz-Donawitz Steel Converter,A Sparse Robust Model for a Linz-Donawitz Steel Converter,funny,1
843,Lost Luggage: A Field Study of Emotion-Antecedent Appraisal,Lost Luggage: A Field Study of Emotion-Antecedent Appraisal,funny,1
3166,Laser microdissection of immunolabeled astrocytes allows quantification of astrocytic gene expression,Laser microdissection of immunolabeled astrocytes allows quantification of astrocytic gene expression,not funny,0
1671,Impact of Yankee Stadium Bat Day on Blunt Trauma in Northern New York City.,Impact of Yankee Stadium Bat Day on Blunt Trauma in Northern New York City.,funny,1
2231,Sinus bradycardia associated with cyclosporine following allogeneic hematopoietic stem cell transplantation,Sinus bradycardia associated with cyclosporine following allogeneic hematopoietic stem cell transplantation,not funny,0
2593,Belastung und Belastbarkeit bei chronischer Herzinsuffizienz,Belastung und Belastbarkeit bei chronischer Herzinsuffizienz,not funny,0
2348,CD34+ selected cells in mismatched stem cell transplantation: a single centre experience of haploidentical peripheral blood stem cell transplantation,CD34+ selected cells in mismatched stem cell transplantation: a single centre experience of haploidentical peripheral blood stem cell transplantation,not funny,0
3382,PACAP and a novel stable analog protect rat brain from ischemia: Insight into the mechanisms of action,PACAP and a novel stable analog protect rat brain from ischemia: Insight into the mechanisms of action,not funny,0
3245,Computational models of basal ganglia dysfunction: the dynamics is in the details,Computational models of basal ganglia dysfunction: the dynamics is in the details,not funny,0
2914,Components of vestibular cortical function,Components of vestibular cortical function,not funny,0
1394,Egocentrism over e-mail: can we communicate as well as we think?,Egocentrism over e-mail: can we communicate as well as we think?,funny,1
310,On speaking to oneself.,On speaking to oneself.,funny,1
2097,The Advantages and Challenges of Helical Coils for Small Accelerators-A Case Study,The Advantages and Challenges of Helical Coils for Small Accelerators-A Case Study,not funny,0
1962,Transmission Loss Optimization-Based Optimal Power Flow Strategy by Hierarchical Control for DC Microgrids,Transmission Loss Optimization-Based Optimal Power Flow Strategy by Hierarchical Control for DC Microgrids,not funny,0
491,Tight Pants Syndrome: A New Title for an Old Problem and Often Encountered Medical Problem,Tight Pants Syndrome: A New Title for an Old Problem and Often Encountered Medical Problem,funny,1
819,Disco Deafness.,Disco Deafness.,funny,1
2897,Comparison of Changes in Glutamate Levels in the Nucleus Accumbens of the Rat Brain during Food Consumption in Conditions of Blockade of Dopamine D1 and D2 Receptors,Comparison of Changes in Glutamate Levels in the Nucleus Accumbens of the Rat Brain during Food Consumption in Conditions of Blockade of Dopamine D1 and D2 Receptors,not funny,0
2833,Calcium Channel and NMDA Receptor Activities Differentially Regulate Nuclear C/EBPβ Levels to Control Neuronal Survival,Calcium Channel and NMDA Receptor Activities Differentially Regulate Nuclear C/EBPβ Levels to Control Neuronal Survival,not funny,0
2816,Global motion processing is not tuned for binocular disparity,Global motion processing is not tuned for binocular disparity,not funny,0
1540,Inequality and the Redistributive Effects of Public Education Funding.,Inequality and the Redistributive Effects of Public Education Funding.,funny,1
2511,Reduced tissue factor pathway inhibitor-1 after pharmacological thrombolysis: an epiphenomenon or potential culprit in rethrombosis?,Reduced tissue factor pathway inhibitor-1 after pharmacological thrombolysis: an epiphenomenon or potential culprit in rethrombosis?,not funny,0
3079,Influence of leukemia inhibitory factor on galanin/GMAP and neuropeptide Y expression in mouse primary sensory neurons after axotomy,Influence of leukemia inhibitory factor on galanin/GMAP and neuropeptide Y expression in mouse primary sensory neurons after axotomy,not funny,0
2721,Childhood remembered: Reports of both unique and repeated events.,Childhood remembered: Reports of both unique and repeated events.,not funny,0
1539,A mathematical model of sentimental dynamics accounting for marital dissolution.,A mathematical model of sentimental dynamics accounting for marital dissolution.,funny,1
1260,Chickens Orient Using a Magnetic Compass.,Chickens Orient Using a Magnetic Compass.,funny,1
1166,The morning morality effect: the influence of time of day on unethical behavior.,The morning morality effect: the influence of time of day on unethical behavior.,funny,1
893,A processing fluency-account of funniness: running gags and spoiling punchlines.,A processing fluency-account of funniness: running gags and spoiling punchlines.,funny,1
971,Hydrodynamics of defecation,Hydrodynamics of defecation,funny,1
1896,Genetic progress during 22 years of black bean improvement,Genetic progress during 22 years of black bean improvement,not funny,0
2382,Long-term follow-up of laser trabeculoplasty,Long-term follow-up of laser trabeculoplasty,not funny,0
2665,Signals that maintain leukemic cell viability.,Signals that maintain leukemic cell viability.,not funny,0
1189,"Women's Derogatory Terms for Men: That's Right, ""Dirty"" Words","Women's Derogatory Terms for Men: That's Right, ""Dirty"" Words",funny,1
2244,"Letter by Koh regarding article, ""Statins and risk of new-onset diabetes mellitus"".","Letter by Koh regarding article, ""Statins and risk of new-onset diabetes mellitus"".",not funny,0
2921,The role of IgM isotype anticardiolipin antibodies in occlusive ocular vascular disease: Report of two cases with primary antiphospholipid antibody syndrome,The role of IgM isotype anticardiolipin antibodies in occlusive ocular vascular disease: Report of two cases with primary antiphospholipid antibody syndrome,not funny,0
522,Common-Deadline Lazy Bureaucrat Scheduling Problems.,Common-Deadline Lazy Bureaucrat Scheduling Problems.,funny,1
3196,EEG alpha activity is associated with individual differences in post-break improvement,EEG alpha activity is associated with individual differences in post-break improvement,not funny,0
394,"Tactile stimuli perceived by the antennae cause the isolated females to produce gregarious offspring in the desert locust, Schistocerca gregaria.","Tactile stimuli perceived by the antennae cause the isolated females to produce gregarious offspring in the desert locust, Schistocerca gregaria.",funny,1
78,"Tumbling toast, Murphy's Law and the fundamental constants","Tumbling toast, Murphy's Law and the fundamental constants",funny,1
1565,Facebook use predicts declines in subjective well-being in young adults.,Facebook use predicts declines in subjective well-being in young adults.,funny,1
