,sentence,label,idx
1578,"Dude, you just blew it all over my face.",1,3078
1579,found dried cum in my hair - after being at work for two hours,0,1462
1580,went to my new job at a pre-school,0,1755
1581,"was at the mall blasting music, I was wearing a nice shirt and had my ipod in my breast pocket when I noticed a cute girl smiling at me so I smiled back and she started to walk over while turning down my music while smiling",0,1470
1582,I just like to sit there and suck on them,1,2854
1583,friend was pulled over and told to get out of the car,0,937
1584,I would be happy with 2 inches of penetration.,1,3364
1585,yea I've been blowing all day and it just keeps on coming,1,262
1586,thats what she said.,1,708
1587,realized how fat I really am,0,2899
1588,"if you go down low and pull out in the corner, your gonna get back tapped by 4 different guys",1,2511
1589,"working my job as a cashier, one of the customers that came to the register was a midget",0,390
1590,"Whoa, I made it bigger!",1,233
1591,was about to lose my virginity,0,2647
1592,Will you just stick your thing in me so it won't hurt me anymore? Because I REALLY want to do this.,1,2659
1593,girl I have had a crush on for the last 4 months asked me on AIM how to block someone,0,1767
1594,car heater finally died,0,2224
1595,bought a brand new flat screen TV,0,1511
1596,your nuts are stuck in my throat,1,2553
1597,Speak softly and carry a big stick,1,2600
1598,be gentle now you don't wanna strain yourself,1,1245
1599,"It feels soft, yours is so hard.",1,1214
1600,omg these are so hard to blow!,1,3347
1601,"Jacob, put your bone back in your pants, and don't let me see you playing with it for the rest of the night.",1,1746
1602,Don't poke me with that! It's got white stuff on it!!,1,2894
1603,Just put it in that hole so I don't have to bend over.,1,1700
1604,"You can put it it in or take it out, but either way, you're not going to sleep tonight.",1,1583
1605,really hot guy smacked my ass,0,3213
1606,"Geez, it's like he's never eaten out before!",1,3673
1607,well most people are able to feel it go into them.,1,1104
1608,"...but Harry, you are SO thick sometimes!",1,329
1609,had my car stolen,0,3316
1610,"was in a tour group going through a cave and our guide stopped, turned off the lights, and told us to be quiet so we could feel absolute silence",0,1690
1611,said to my wife that I wished I had met her 20 years ago,0,3407
1612,of my 500 Facebook friends responded to my status about who wants to hang out during summer holidays? I created an imaginary person on a different account to respond and ask me to hang out with him,0,1122
1613,"I tried to stick a tampon and a few other things in there but it just didn't stop anything, so I figured it was time to call a big, strong man to do the job for me.",1,1275
1614,I can't take it. It's too big.,1,1328
1615,"You need to be careful with your fingering, or else you won't make it all the way up.",1,1467
1616,I can feel it in my butt.,1,3465
1617,"CHAD, I'M COMING!",1,1487
1618,its so small and skinny and it has no juice.,1,333
1619,"My backdoor is not working, you'll have to use the front door.",1,2906
1620,was going down on my girlfriend when I noticed a hickey near her hip,0,2459
1621,"waiting to get home to go to the bathroom, my six year old neighbor popped out and literally scared the shit out of me",0,3929
1622,"were visiting my great-grandma, who has Alzheimerâ€™s",0,1993
1623,We almost have this! Push harder!,1,3591
1624,It's too big for my mouth.,1,571
1625,"Yeah, I thought it was gonna be a little long, but it was actually kinda short. It fit perfectly.",1,2790
1626,had my first blow job,0,252
1627,was playing one on one soccer with a girl like,0,1026
1628,"Wow! That thing is huge, there is no way that would ever fit inside my body!",1,2986
1629,was at the mall with my friend when I saw my boyfriend in Victoria's Secret - with another girl,0,3556
1630,was bored and decided it would be fun to pretend to be an undercover cop and pull over other cars,0,1229
1631,telemarketer called for my dad,0,242
1632,was having sex with a guy I met and in the middle of it his mother called him,0,47
1633,Hmm...I like anything that can fit in my mouth.,1,1165
1634,just relax and blow.,1,2918
1635,"Ugh, a big glob just landed on my cheek.",1,3014
1636,"my school, the student council is trying to raise $5000 for Haiti",0,486
1637,"my boyfriend and I were fighting in the car, I paused to take a bite of my burrito",0,2046
1638,Milkbone commercial came on TV,0,350
1639,Can you fit your whole fist in there?!,1,2686
1640,watch the tip it tends to squirt!,1,1286
1641,"You have to pay to use the front entrance, but the rear entrance is no charge. I prefer using that one; it's more fun.",1,2175
1642,AHH! It exploded in my mouth! But it tastes pretty good!,1,1868
1643,Stop fingering my muffin!,1,3099
1644,Fits perfectly in your hands and in your life.,1,2245
1645,Can you tell me if it's coming any time soon? Because this is ridiculous!,1,3577
1646,told my best friend I was breaking up with my girlfriend of 3 years.,0,410
1647,How about these?,1,2179
1648,got pulled over while dancing to crazy techno beats in the car,0,2229
1649,"Oh my God. I can't keep this up all night. It's too long and hard for me to do! And then I'm trying not to scream, and it's just making me more crazy!",1,280
1650,was at work and I had to take a dump,0,3671
1651,I hate it when you have it in your mouth and you just don't want to swallow,1,707
1652,"Don't worry, I can totally handle a big one.",1,352
1653,"boyfriend ditched me, saying he had some important things to do",0,361
1654,Wow! That one was hard to blow.,1,1175
1655,boyfriend and I were getting it on in his room,0,1002
1656,boyfriend suggested we imagine each other as someone else when we had sex,0,235
1657,spent 3 hours washing my hands to get the pony out of the soap bar,0,3048
1658,was sitting in my basement watching IT,0,1067
1659,Donations accepted in the rear,1,996
1660,"a bar, a woman approched me and tried to set me up with her friend",0,1535
1661,Are you using the one or two finger attack?,1,3786
1662,"Pull it out a little bit, it's in too far.",1,2214
1663,Don't you think these buns are a little too big for this meat?,1,169
1664,"Oh my gosh, I love Dick's!",1,3187
1665,"My hands hurt, its cold and these balls are too hard.",1,3620
1666,put it in the wrong hole,1,3793
1667,"grandpa, a married high school teacher, got arrested for having an inappropriate relationship with a female student",0,1161
1668,I still have the taste of nuts in my mouth!,1,202
1669,parents told me they were going out for dinner tonight,0,1107
1670,lost my cell phone,0,3016
1671,was my girlfriends birthday,0,3527
1672,"OMG they are already hard, I just want to put it in my mouth right now!",1,3931
1673,"planned a romantic dinner with rose petals, the whole lot, for my ex-girlfriend to win her back",0,3263
1674,husband called me from work just to chat,0,2227
1675,You just have to get it wet then shove it right in!,1,1114
1676,discovered my 18 year old son has been peeing on the carpet when he is too lazy to get out of bed in the morning and blaming it on the cat,0,2984
1677,was getting my first tattoo done,0,2982
1678,"I keep trying to tell them that if they want it bigger than 8 1/2 inches, it won't work as well!",1,1528
1679,found out that my 43 year old wife has been having a cyber relationship with a 14 year old kid on Halo,0,1930
1680,Why are you so hard right now?,1,2355
1681,was eating M&Ms on a chair when I dropped one and it fell under my crotch,0,879
1682,it's easier to use your hand... it's faster,1,1454
1683,"It's so hard, it's become a part of me",1,1032
1684,came home and found a few of my faux fur coats completely butchered,0,954
1685,"You got to learn to work your mouth, and use your hands too.",1,1680
1686,was reading my students' Halloween stories I made them write for my creative writing class in high school,0,1739
1687,you know i really feel like there is something powerful between my legs.,1,419
1688,"I signed into Amazon, their top recommendation for me based on past purchases was The Brave Little Toaster on DVD",0,3632
1689,I'll scream if you don't give it to me!,1,716
1690,was having sex with a girl I had just met,0,176
1691,But I'm not wearing protection!!,1,3727
1692,"Almost done, only two more holes left!",1,358
1693,found out that the girl I've been dating online for over three months is actually a very bored 14 year old boy,0,3218
1694,which side sucks and which side blows?,1,3800
1695,was the first time my boyfriend had seen me naked,0,1136
1696,my friends died,0,3692
1697,"I thought I could swallow it all, but I was wrong.",1,3759
1698,mom and I were watching this movie in which some girls start making out,0,1729
1699,I can't fit it in my mouth! The cream keeps coming out and getting all over my hands!,1,3806
1700,was at a party when I got covered in the liquid from a glow stick,0,574
1701,"was driving down the road at about 10pm, when the passenger in the car in front of me threw something out the window",0,3132
1702,"a party, I brought a girl to the flat I share with my 2 best friends",0,2136
1703,"get out of it down there, your whiskers are tickling me!",1,3469
1704,"I put it in my mouth and I told him it tasted great, but OMG it made me want to gag so bad.",1,2299
1705,I cant get my fingers in there it's too tight!,1,3911
1706,"You might wanna shove your hand down there, and see if you can find it before you get in.",1,3710
1707,"was sitting at my college campus, there were good looking girls all around me and I was trying to catch their eye and smile, letting them know I'm available",0,2618
1708,"Argh, you always come at such annoying times.",1,3029
1709,"walked past a building site near my house, there was a sign saying WARNING - Beware of the scaffolding",0,596
1710,lunch I was running to my group's table with my friend,0,1996
1711,brought my lunch to work in the only box I had lying around my apartment - a small one from FedEx,0,686
1712,nose was itchy,0,2993
1713,was at a party and we were all playing Seven Minutes in Heaven,0,3260
1714,boss was being a total asshole,0,665
1715,"had an elaborate plan to ask this girl to Prom, and it was going to take a few minutes to set up",0,3565
1716,"You know, it actually feels better the farther in you go. Once you're all the way in, it feels perfect.",1,2426
1717,wow' you're going really slow.,1,2913
1718,crush was talking to me on Facebook,0,118
1719,"You stick it in and take it out, the second time is going to be harder. When you take it out the second time it may be sticky and wet, so don't play with it. Then the third time it will be smooth slick and easy to take out.",1,1720
1720,found out that just because your boyfriend asks you to marry him doesn't mean that he will show up at the wedding,0,1325
1721,"Wait could you do that once more, real slow so I can watch.",1,1201
1722,"Ow, please don't put it in that hole, it really hurts.",1,1053
1723,You came! You came! It's about time!,1,2102
1724,"finally told my parents I would be changing bedrooms because I could no longer stand hearing them having sex, which is awkward and disturbing",0,845
1725,walked into my house to find everyone sitting around the table and looking sad,0,482
1726,"slow down, i can't get it in the hole.",1,132
1727,That guy had a huge load.,1,3698
1728,"was trying to have sex with my boyfriend, David",0,1950
1729,"Kaitlyn, what hole should I stick it in? the one in the front or the one in the back",1,3505
1730,Just put your hand down there and grab it,1,127
1731,I hate putting it in the back because I can't see where the hole is.,1,673
1732,"pleasuring myself in my bedroom, I began absent-mindedly staring at a spider on the ceiling",0,386
1733,made a patient really happy,0,3185
1734,My biggest fear is that it's going to get into my eyes.,1,563
1735,"talking to my boyfriend, I was frantically searching for my cell phone",0,1750
1736,was typing up a love letter on my computer,0,2308
1737,You can't dance beneath me when there's monster between my legs.,1,1760
1738,went to the mall with my daughter,0,583
1739,"The faster you bang it, the more it hurts",1,1870
1740,It's too long and my throat hurts.,1,3445
1741,Thanks for letting me know you were coming inside!,1,3805
1742,was at Target trying on swimsuits,0,2551
1743,You're gonna have to put it in for me.,1,1652
1744,Stop forcing me in already! When I'M ready I'll come!,1,1795
1745,i like 'em really tight.,1,3920
1746,told my boyfriend that I didn't feel like he loved me,0,1303
1747,was sitting at the park with a friend when a small child approached us,0,1350
1748,hey is that a grande? I paid for a grande but it doesn't feel like a grande.,1,159
1749,"Now I can handle 3 inches or so, but 6 is just too much to handle.",1,1846
1750,It's so moist I can eat it all night long.,1,634
1751,Do I have any nuts in my teeth?,1,1367
1752,little brother learned that breaking a glow stick and emptying it into someone's eyes does not help them see in the dark,0,3237
1753,It's too dry to fit down my throat.,1,1699
1754,had some family over,0,204
1755,saw a very attractive female police officer while at the DMV,0,2921
1756,"Its not gonna fit, its oversized",1,1151
1757,was woken up to my mom playing the piano awfully,0,439
1758,"riding in the car with my friends, we stopped at a red light",0,2015
1759,learned explosive diarrhea is real,0,748
1760,was with my grandma waiting in a line,0,666
1761,Whats that?,1,59
1762,"Oh damn it's too big, it won't fit. I guess I'll just have to suck on it.",1,1912
1763,"Wait, are you sure I can get it in the back?",1,3856
1764,Why did you scream so loud?,1,3593
1765,my boyfriends birthday,0,3719
1766,"Okay, well, I'll still take it. Just make sure you put it in my box tonight.",1,3882
1767,KEVIN! Stop slapping it like that! Just smoothly slide it in!,1,3815
1768,"logged onto facebook, and saw that one of my friends had just listed herself as in a relationship",0,1955
1769,was outside searching for treasures with my son using small plastic shovels,0,3356
1770,"was on the bus, when an elderly woman stepped in.",0,1553
1771,danced with a girl until the bar closed,0,2917
1772,"was so excited to play the video game I just bought, I decided to read the manual in the game",0,2274
1773,"Mmmmmm, wonderful and wet! I really needed that.",1,3625
1774,reached a new low and embarrased my entire family,0,920
1775,man on the train asked me if i had any change,0,827
1776,"the Museum I volunteer at, I was touching some of the things in the exhibit where you can feel what natural boobs and testes feel like",0,3232
1777,boyfriend proposed to me at the zoo,0,2411
1778,"Try hard, Do your best it's only a test of how well you can do. If you need help measuring get some help. You want to be good when your doing it.",1,1339
1779,"No, I want to wait so I can get more than just the head in my mouth.",1,3827
1780,parents had a huge fight because my mom found out my dad was cheating on her,0,1404
1781,"Just close your eyes, they all taste the same.",1,993
1782,What are you waiting for? Just stick it in already!,1,2677
1783,It's just so hard being on my knees doing it!,1,3633
1784,finally had sex with this great guy I've been seeing,0,2300
1785,woke to find my boyfriend of 2 years gone,0,1605
1786,"walking through the park, a little boy came running up to me and hit me in the nuts with a stick",0,2704
1787,Ow that hurt! But it was fun so i'm going to do it again!,1,1978
1788,was talking to this guy that I like a lot and I think he likes me back,0,2887
1789,How did you do it?,1,2140
1790,Man I hate the feeling of wet wood in my mouth,1,445
1791,"Most of the time I can control, it but today it just came out",1,524
1792,boyfriend and I were having sex,0,2972
1793,"When you push it down, it's supposed to rise back up.",1,1288
1794,Why do you always pull it out when I get to the good part?,1,1872
1795,"No matter how hard I suck on this thing, it still won't come up.",1,249
1796,"It's not huge, but it's big enough.",1,3726
1797,"took a bike ride to enjoy the weather and stopped for a break on the sidewalk of an overpass, taking in the view of the beautiful hills",0,2348
1798,I don't know where to put it,1,2417
1799,boyfriend was going down on me,0,2192
1800,"at dinner, I told my boyfriend that I wished he liked sushi",0,3291
1801, You have to jerk it off to get it to come out,1,2435
1802,went outside to scrape the inch and a half of ice off my car so I could get to work,0,1865
1803,my turn,1,3067
1804,girlfriend told me she was pregnant,0,1526
1805,was helping a couple come up with a name for the baby they just had,0,842
1806,You can't go that fast when it's this tight!,1,1980
1807,tried to be sexy and put a condom on with my mouth,0,3292
1808,"had to bail my dad out of jail, for beating up my boyfriend, for sleeping with my mom",0,1888
1809,"If you don't stop sticking that thing in me, I'll break it off!",1,1757
1810,I want you to mount it and grip it tight. I don't want you sliding off the end. Lean forward slightly and touch back down.,1,841
1811,Wanna taste my Fazoozle?,1,86
1812,"The opening is in the back, so you kind of have to slide it in from below.",1,3082
1813,It's a lot easier with your legs open.,1,1316
1814,"boyfriend gave me a poem saying Roses are red, violets are blue, rubbish is dumped and so are you",0,53
1815,found out just how thin the walls at my new student flat are,0,2014
1816,"you can't expect to just put it in, take it out, and it to be finished",1,1085
1817,was taking a bath and out of boredom started making sheep noises,0,2536
1818,Well that looks like a mouthful.,1,1644
1819,"come one man, two straight days will wear a girl out!!",1,533
1820,It's rubber and it feels weird.,1,769
1821,Ewww... Anything that comes out of a sack tastes terrible!,1,2236
1822,"but if I lean over, everyone will see them.",1,2149
1823,missed my flight,0,3943
1824,used a porta-potty,0,777
1825,was texting my trainer to rearrange our training session,0,2105
1826,Don't let it get sticky back there or we won't do it again.,1,1954
1827,"Nope, it doesn't fit. Too big, ",1,140
1828,was sitting next to the guy I like and he was doing homework,0,2089
1829,Can you do 69 for me?,1,2808
1830,I hate it when they pull out when they know you are coming!,1,2235
1831,Ugh! I can't find it!,1,653
1832,found my son's iPod touch and was looking at a light-saber app,0,2744
1833,Then I caught a MASSIVE one and rode it till all that white stuff was gone!,1,1854
1834,"Ughh, I hate those big black balls!",1,2988
1835,"the train on the way to my mother's house, I was playing Mariokart with my son",0,1389
1836,"in my class wrote 'erase me if you can' at the very top of the board, as I am always tormented about how short I am compared to everyone else",0,1960
1837,ran into a bird,0,3295
1838,I keep sucking but nothing will come out!,1,276
1839,was on the phone bragging to a friend about losing my virginity last night,0,783
1840,"aww, man! the cap broke off! now it's spraying everywhere!",1,766
1841,was at a pond taking pictures with my new camera,0,164
1842,I still have the flavor of your nuts on my tongue!,1,555
1843,asked my boyfriend what celebrity I look like,0,3047
1844,was at church and saw a blind teenager who obviously felt lost,0,3021
1845,You want a ride? All you have to do is sit on it.,1,43
1846,"simply start at the base of the rump, rubbing your way out, and follow it to it's natural conclusion.",1,540
1847,guy friend and I were in his dorm room watching a movie when he started kissing me,0,770
1848,mom talked about how it's interesting how there's so many different size of penises,0,467
1849,I'm always banging something.,1,1894
1850,"can you go down, i need to finish",1,3333
1851,has everyone finished writing this down? I want to rub this all off the board,1,1302
1852,"was at the doctor's office and the doctor asked me have you been having any intimate relations? and the first thing that I blurted out was, you mean with other people?",0,3322
1853,saw my boyfriend for the last time for two years,0,3196
1854,I'm just going to wrap your meat so it doesn't mix with the eggs.,1,474
1855,"showering, my 3 year old son comes to the bathroom and puts on all my makeup",0,2073
1856,"It is so hard, and impossible to make it very long.",1,2018
1857,went to my school to take my yearbook picture,0,2747
1858,"He put that thing in my face, and I can still taste it in my mouth!",1,798
1859,was outside eating my lunch when an old man pulled his pants down and took a dump on the sidewalk next to me,0,2407
1860,Omg it hurts so much but it feels so good.,1,1864
1861,boyfriend and I decided to have sex,0,3272
1862,propositioned my boyfriend of two years to have sex with me in the shower to spice up our love life,0,781
1863,has been a year and a half since my boyfriend discovered online poker,0,1515
1864,ate at a friend's house,0,1372
1865,was texting the girl I am in love with,0,2506
1866,was walking through Macy's with my girlfriend,0,2590
1867,the dinner table my parents were talking to my younger sister about her new boyfriend and how they should be taking it slow,0,778
1868,"work, my ipod was stolen from my desk when I was away",0,556
1869,"was on the phone with my best guy friend, who I have loved for years",0,658
1870,friend compared my hair color to hers,0,785
1871,had a bath in the bathroom we are currently renovating,0,2518
1872,was getting ready to get in the shower,0,3108
1873,Why is everyone going so deep today,1,543
1874,So how do you know when to pull out?,1,1694
1875,"Whew, this is a really tight fit but I'm about to get it off.",1,2493
1876,have to choose between one eyebrow or none because I'm a heavy sleeper and my brother is a moron,0,1158
1877,went to get a sports physical at a hospital,0,395
1878,normally i just shove it in and suck it.,1,3600
1879,Wow! It goes in easier when its wet!,1,3278
1880,mom went to a psychic.,0,1713
1881,Wait! I can't find my rubber! I use it for my strap on!,1,1640
1882,"I can touch it, but i can't bang it",1,929
1883,"Wow, that was a pretty big blast",1,997
1884,"was texting this guy i've liked for a really long time, because of how nice and sentimental he is",0,1290
1885,I like the bigger ones cuz they last longer,1,1948
1886,This morning I blew it so hard I thought I was going to throw up.,1,3837
1887,"dangit, it fell out. I can't get it back in.",1,604
1888,gave a campus tour to a group of high school seniors,0,699
1889,dropped my 400 dollar cell phone on the floor by mistake and it shattered into a million pieces,0,3134
1890,decided to cook dinner for my wife and kid,0,1312
1891,"Stop, the more you rub it, the more it comes!",1,965
1892,"Everyday I get rode on. First thing in the morning, I wake up and someones riding on me, its not just guys either, girls too. I get rode on long and hard and they just won't stop. I'm just tired of being ridden on while I'm not ready",1,1342
1893,It just squirted at me!,1,2232
1894,i cant get it out of my throat! its like stuck in there!,1,2164
1895,"an April fools day joke, I decided to tell my mom and dad that I was gay",0,3115
1896,I always go deep down to get the slimy stuff out.,1,1578
1897,"I've been sucking on this thing all day and it doesn't feel any smaller, just stickier!",1,1651
1898,mother and I went to Wal-Mart to buy pads,0,943
1899,aww! I was about to blow and it got all in my hair!,1,820
1900,found out why my boyfriend gets so upset when I make jokes about him and his best guy friend being lovers,0,3540
1901,had to explain to my boyfriend that the reason I don't want to stay overnight at his house is because I still occasionally wet the bed,0,2309
1902,asked my boyfriend while he was eating potato chips if he wanted to eat me,0,615
1903,"Looks like I'm going to be riding this one. It looks pretty big, but I think I can handle it.",1,667
1904,was at a bar talking to a very attractive young woman,0,201
1905," the harder you go, more will come out.",1,2938
1906,Do you have anything else I can put in my mouth?,1,3563
1907,was in an elevator with my dad and several strangers,0,3684
1908,was at my bosses house for a company BBQ,0,651
1909,"saw a homeless man on the corner, I thought I would be generous and give him some cash",0,521
1910,of my girlfriends and I went to a bar,0,3280
1911,"Gosh, get your freaking head out from in between my legs!",1,1491
1912,was going on a first date with a girl I really like,0,3580
1913,"bought a coral colored hooded sweatshirt, which my girlfriend told me was hot",0,2039
1914,I took it out of my mouth and it sprayed all over me,1,1493
1915,Look at the size of the things they're blowing! It's huge!,1,2055
1916,"Isn't it the biggest, best, most beautiful cock you have ever seen?",1,1210
1917,sneezed in the shower,0,2068
1918,was at the mall and someone peeked their head under the door of my dressing room while I was half dressed,0,1613
1919,met my husband's other wife,0,2596
1920,"Too big, I could ride that thing like a horse.",1,2420
1921,literally stopped traffic,0,2198
1922,yes I don't understand.,1,2562
1923,left-handed boss needed PC help,0,2104
1924,"I like this one because it's skinnier, but longer.",1,3484
1925,was at the Wild Animal Park,0,180
1926,"Hey, get out of my bush!",1,2710
1927,I'm not even going to touch that one I'm just going to sit on it.,1,12
1928,"Well if we go down, we go down together.",1,1586
1929,"You need to stay in longer, your pulling out too soon.",1,3533
1930,boyfriend humped me to the tune of the Imperial March from Star Wars,0,2119
1931,was with my mom and my boyfriend at lunch,0,3709
1932,woke up to my 8 month old son happy as can be,0,1081
1933,got two viruses on my laptop,0,890
1934,was at the doctor and I had to get a finger stick in the lab to get blood drawn,0,979
1935,was going to propose to my girlfriend of 3 years,0,3424
1936,"Pull it out, pull it out!",1,3
1937,repaired a boiler for a wealthy guy in a big house,0,2318
1938,"was about to lose my virginity with my girlfriend of 2 years, when I got an urgent phone call from my 9-year-old sister, telling me I had to come home immediately",0,2219
1939,went for a jog,0,1219
1940,"babysat for two little girls, who wanted to play 'mermaids'",0,702
1941,was taking a serious shit when the light bulb burned out,0,2574
1942,wife created a Points Reward system for the privilege of sex,0,1575
1943,Is it gonna be longer than 6 inches because that's all I can do.,1,1843
1944,hello?,1,2207
1945,Can we do this without talking?,1,3618
1946,I know! I've never had to swallow one this big!,1,3942
1947,Then should we suck you dry?,1,1957
1948,"Hmm, its wet...but it's not turned on.",1,859
1949,Ahh! It's all over my face!,1,967
1950,got very dressed up and was excited for my uncle's wedding,0,3086
1951,real estate guy came with potential buyers to visit my house,0,38
1952,Don't let it drip on the floor. Rub it on your hands,1,367
1953,This would be so much more enjoyable if the balls were smaller.,1,1637
1954,I like to do it slow because it lasts longer.,1,1952
1955,"was an animal rummaging around in my trashcan, so I kicked the trashcan to see what it was",0,1706
1956,How do you eat the foot-long? After six inches I'm stuffed!,1,735
1957,was walking to school,0,2141
1958,was in lying in bed with my boyfriend while he was asleep,0,1440
1959,was really windy and rainy causing me to trip and knock into a little kid,0,339
1960,friend and I went to Gamestop to pick up a game he wanted,0,1436
1961,customer was rude to me and I was rude back,0,3900
1962,"Push it in harder, it'll probably go in far enough.",1,1128
1963,"Justin, stop playing with my rack!",1,3425
1964,Getting pounded by a swift and smooth approximate 10,1,2716
1965,"receiving a lovely massage from my boyfriend, I was lying topless in bed beside him",0,2520
1966,"was a new and extremely attractive girl at youth group, so I decided to introduce myself.",0,2145
1967,"was putting on my new pair of jeans, when my girlfriend walked in",0,976
1968,went to kiss my girlfriend on the neck while she was cooking on the stove,0,3326
1969,Just put it in now and you'll feel a lot better.,1,730
1970,"was hanging out with a few of my friends, including an old ex-girlfriend and her current boyfriend of 5 years",0,1062
1971,my boyfriend and I were messing around in his room he took off my underwear,0,1088
1972,got my brother a pet hamster because he has trouble making friends,0,2941
1973,you just have to shove it in & pump hard.,1,2725
1974,was fingering my girlfriend,0,1531
1975,It won't go in!,1,818
1976,No no! Go deeper! It's not all the way in yet!,1,2835
1977,was working at IHOP serving a table full of drunk idiots,0,3616
1978,went on a rollercoaster for the first time,0,3865
1979,This is so awesome i have three instruments playing in my box at once.,1,2074
1980,was giving a lecture to my class I heard a phone go off,0,3355
1981,No! Don't pull out while I'm still coming!,1,2058
1982,"was making out with this guy, and I ask him if he wants to take my bra off",0,837
1983,like he only came round for an hour and a half today but he still came,1,1659
1984,stop blowing on it!,1,1280
1985,Well...I yelled at her. Then I got her wet.,1,269
1986,"it'll grow bigger, even if it might look weird at first, just let it grow.",1,109
1987,little sister asked me what she would look like when she got older,0,1786
1988,"i like it cause the stick is so big, it feels good, its so easy to pull",1,3518
1989,woke up at my boyfriend's place with grumbling stomach pains,0,3361
1990,"You poor thing, you plowed me twice and didn't get paid!",1,185
1991,had one more gift to buy: a copy of 'Fight Club',0,569
1992,"Crap, now I have all this white sticky stuff on my hands!",1,632
1993, Oh god! There's a hole here too!! ,1,3215
1994,wow! its amazing how fast it exploded!,1,2864
1995,was texting my crush,0,1235
1996,"Man, this is a lot harder then it looks, i can't do it.",1,82
1997,It's dragging on the floor!,1,2738
1998,met a guy at a bar and we went back to my room,0,3935
1999,cat learned how to flush the toilet while I was in the shower,0,2793
2000,5 year old nephew showed me green martians he'd made with his new Play Doh set,0,1714
2001,went to the doctor for a sports physical,0,878
2002,"an attempt to get my son to stop playing Call of Duty, I threw his Xbox controller out the window",0,384
2003,"was standing in a queue when an old lady turned, looked straight at me, and asked me to hold her bag",0,2475
2004,"in my room sleeping, my little brother deemed it necessary to come in and drop a book on my face",0,97
2005,I can't get it back in.,1,2625
2006,teacher appreciation day at my school.,0,871
2007,"God, how many times do I have to blow this thing to make it turn on!?",1,1723
2008,How am I supposed to get my mouth around this?,1,8
2009,i could beat it for you if you want me to,1,2814
2010,is it suppose to hurt like that?,1,1998
2011,"Moooom, it won't fit!",1,1126
2012,"It's huge! It's like this long, and that big around.",1,1929
2013,was watching Free Willy with my boyfriend,0,2402
2014,"I don't know if I can fit another one in, I've already had so much junk inside me this week!",1,2233
2015,was rubbing my dog's belly,0,3889
2016,parents booked my 18th birthday party at Chuck E Cheese's,0,1677
2017,"came back from a hike to see my trailer rocking, as well as some strange but obvious noises coming from it",0,2370
2018,"mom had one too many and announced to all of my friends that, if she had the opportunity, she would bang Gwen Stefani",0,2714
2019,"poke it and if it jiggles, put it back in for another 5 minutes.",1,1850
2020,You stuck it WHERE?,1,2254
2021,I can only eat a six inch,1,591
2022,took my cat to the vet,0,525
2023,Oh thank God it's shorter. Otherwise that would be waaayyy too long for me to handle.,1,2638
2024,"You can't put it in yet, it's not hard.",1,2812
2025,get to see my boyfriend again after a month,0,2767
2026,"Well, it's not quite the size I wanted it to be, but it'll have to do.",1,898
2027,was visiting my grandmother's house,0,1254
2028,"copying some stuff for school, I felt someone rubbing her boobs against my back",0,726
2029,"Wow, it shriveled up quickly.",1,3137
2030,alarm went off,0,2696
2031,stop playing with that. You'll stretch it out and then I can't use it,1,2201
2032,"a hard rock concert, a bunch of guys accidentally knocked down a port-a-potty while moshing",0,73
2033,wanted to surprise my boyfriend by dressing up in sexy lingerie,0,2369
2034,realized the nicest thing my fiance has said to me all month was that I have very suckable titties,0,3304
2035,You can try! I've been sucking on this thing for ten minutes and haven't gotten anything.,1,2260
2036,It's bigger than yours right?,1,2930
2037,"the longer you play with it, the harder it gets.",1,1606
2038,saw an attractive man outside the club I was trying to get into to,0,1581
2039,celebrated my 21st birthday,0,916
2040,Please do not ride me,1,1044
2041,Get that thing out of your mouth!,1,1899
2042,took a picture of my privates on my girlfriends cell phone and set it as her background without her knowing,0,1213
2043,Can you go a little deeper?,1,1395
2044,"was awakened from a peaceful sleep by my crazy ex-girlfriend, who apparently copied my key before our break up three months ago",0,1299
2045,went out to a nice restaurant for my friend's birthday,0,2995
2046,5 year old daughter thought it would be funny to wake me up by tickleing my toes,0,1401
2047,easier to put in than take out.,1,1087
2048,walked in on my boyfriend getting it on with the neighbour's daughter,0,3516
2049,was my 18th birthday,0,321
2050,It was so worth getting on my knees for that.,1,3697
2051,had my girlfriend over and we we're watching a movie in my basement,0,779
2052,was eating ice cream and I noticed some on my jeans so I wiped it off with my finger and licked it,0,1892
2053,came home to my wife crying,0,2368
2054,"I need to get better at blowing, I'm choking on it too much",1,821
2055,friend told me that semen was inflammable,0,1186
2056,girl and I were chilling in my apartment and things got heated up and we started making out,0,530
2057,girlfriend of 2 years told me she was pregnant,0,1752
2058,"my boyfriend was going down on me, he fell asleep right between my legs",0,485
2059,omg! that burned my throat.. seriously i couldn't swallow.,1,1243
2060,No! I want to see balls!,1,1207
2061,"found out that whilst I was asleep last night, my boyfriend was playing on his XBox",0,2437
2062,mum got drunk at a party and flashed me and my friends,0,30
2063,boyfriend and I were at his house having sex,0,988
2064,"I'm going to just close my eyes, lean back, and wait for you to finish.",1,190
2065,"after sex, my girlfriend apologized to the neighbor for the screaming",0,3659
2066,walked past a church with a bunch of people standing outside waiting for the bride and groom to walk out,0,2424
2067,finally got my cast taken off my leg after a long month of crutches,0,977
2068,You looked like you had two enormous balls in your mouth.,1,1056
2069,I can't find the hole!,1,3867
2070,"These things are great, you just slide it up and down on the bar, but you have to make sure it's sticky. Not too sticky because then it doesn't budge but if it is too loose it just slides up and down with no control!",1,1607
