,sentence,label,idx
1651,teach English in Taiwan,0,2095
1652,got a new CD player for my car and an alarm installed for added security.,0,3832
1653,I was in math class and we were starting on a new unit in math and my Ex-girlfriend says ,1,1656
1654,I'd much rather get my fingers sticky than my mouth.,1,3100
1655,"woke up, completely naked, in bed with a guy I met the night before",0,2182
1656,that's never gunna work,1,1242
1657,"Woah, yours is a long one!",1,1542
1658,girlfriend told me she was pregnant,0,1526
1659,lunch I was running to my group's table with my friend,0,1996
1660,"Aw you popped my cherry! Wow, that's disgusting...",1,3539
1661,was on my girlfriend's computer,0,2811
1662,freaked out when I couldn't get my bathroom door open,0,2963
1663,woke up with extreme stomach pains,0,3925
1664,Donations accepted in the rear,1,996
1665,Any time he'd come I would tilt my head back and swallow the whole thing.,1,3307
1666,just put it in the back of your throat and don't think about it.,1,396
1667,I'm better on bottom.,1,2983
1668,GUYS GET OFF YOUR GONNA BREAK IT!! YOU CANT GET ON IT WHEN ITS DROOPING DOWN LIKE THAT!!!,1,3746
1669,Reach down there and pull out some balls.,1,3811
1670,neighbor knocked on my door and left a note that said Please stop singing in the shower,0,2341
1671,"Use one finger, not your whole fist.",1,1662
1672,"Ow, please don't put it in that hole, it really hurts.",1,1053
1673,realized what my mom has been calling me for 20 years,0,1610
1674,i like 'em really tight.,1,3920
1675,was a TA for a history class and the class was taking a test,0,2701
1676,was at the mall with my mom,0,2251
1677,i guess i just liked sticks better than balls,1,1590
1678,adorable five and a half year old boy told me that when he grows up he's going to be my boyfriend,0,813
1679,"I probably look funny doing it, but it's a great workout.",1,3166
1680,It was horrible...probably the most disgusting thing I ever put in my mouth! It just kept gushing out.,1,2406
1681,"a hard rock concert, a bunch of guys accidentally knocked down a port-a-potty while moshing",0,73
1682,threw a party while my parents were gone,0,3083
1683,got dressed in what I thought was a really adorable outfit,0,1358
1684,"Wow, it's amazing what you can do with your two fingers.",1,3691
1685,was with my grandma waiting in a line,0,666
1686,This stick is too long to aim at my lips.,1,3520
1687,"had to bail my dad out of jail, for beating up my boyfriend, for sleeping with my mom",0,1888
1688,Are you pushing it in far enough? That might be why it's not turned on.,1,2272
1689,realized that a Ph,0,1464
1690,my wife got her second kidney stone in a month,0,1536
1691,was filling out paperwork with my new doctor,0,650
1692,performed in my school play,0,3233
1693,I don't like bananas because they're mushy.,1,856
1694,lesbian sister enthusiastically showed me her new strap on,0,1635
1695,boyfriend and I were getting a bit steamy,0,1127
1696,"If you only do easy ones, then you'll be screwed when you come across a hard one.",1,624
1697,"was cutting a bagel, only to slice the back of my hand with the knife",0,1520
1698,Easter my brother & sister both got $200 gifts from my parents,0,2629
1699,Get that thing out of there.,1,908
1700,girlfriend of 2 years told me she was pregnant,0,1752
1701,hey is that a grande? I paid for a grande but it doesn't feel like a grande.,1,159
1702,was at the lake watching a romantic sunset with my boyfriend,0,982
1703,You can suck them and suck them and suck them and they will never get any smaller!,1,3381
1704,had to explain to my son that his dad was too busy in a raid on World of Warcraft to be at his award ceremony,0,2658
1705,"finally told my parents I would be changing bedrooms because I could no longer stand hearing them having sex, which is awkward and disturbing",0,845
1706,of the 4 stalls were occupied in the rest room,0,71
1707,"What the fuck! Don't you know how to aim, you got me right in the eye!!",1,847
1708,finally worked up the courage to tell my mom that I'm gay,0,2491
1709,Put it back in!,1,2898
1710,was fingering my girlfriend,0,1531
1711,it turns me off because it's so thick but it's still pretty good.,1,3217
1712,was at walmart when my stomach began to hurt,0,1284
1713,dentist sneezed in my mouth,0,659
1714,went skinny-dipping with my best friend,0,914
1715,Let me get wet real quick.,1,656
1716,decided to cheat on my math test by writing a couple equations on my hand,0,689
1717,"yeah, just give it a tug and it'll come.",1,422
1718,"was completely wasted at my bachelor party, and my friends thought it would be funny to put sodium nitrate on my penis",0,3415
1719,who wants to be the giver this time? and who wants to be the receiver?,1,1196
1720,boyfriend broke up with me over the phone,0,1748
1721,Is there any white stuff on my face?,1,2953
1722,Now don't jerk it too much or it'll fall off.,1,794
1723,decided to be adventurous and give my boyfriend head in the downstairs tv room,0,1285
1724,It's too big we have to move it around to get it out.,1,2458
1725,...it was mostly oral.,1,85
1726,"were visiting my great-grandma, who has Alzheimerâ€™s",0,1993
1727,I caught my daughter attempting to stick pencils up our cat's butt,0,2719
1728,boyfriend and I were having sex,0,1456
1729,"Yea it's been awhile since I've done it, so I bled a lot, but now it feels great!",1,1457
1730,girlfriend thought it would be sexy to stick her finger up my ass during sex,0,2306
1731,I want to ride that big banana!,1,2486
1732,was on my way home from a friends house,0,3440
1733,"Don't push it too hard, if it doesn't go in you must not being doing it right",1,291
1734,was on the phone bragging to a friend about losing my virginity last night,0,783
1735,"aww, its all loose now!",1,1698
1736,and my girlfriend were heading back to her place.,0,2143
1737,was in lying in bed with my boyfriend while he was asleep,0,1440
1738,"Oh my goodness, that's enormous. It's almost the size and weight of the phone.",1,2258
1739,was having sex with my girlfriend,0,338
1740,dog started to hump my leg,0,3179
1741,"Oh don't worry, when they see you coming they pull it out.",1,3717
1742,went to school in my brand new shirt,0,497
1743,tried for the first time putting a condom on my boyfriend using my mouth,0,695
1744,was getting it on with my boyfriend,0,354
1745,was nude modeling for the first time for a life art class,0,1072
1746,was talking to my boyfriend on the phone,0,95
1747,told my best friend I was breaking up with my girlfriend of 3 years.,0,410
1748,It's suppose to be hard now and soft later.,1,1907
1749,was told by my mom that I'm a terrible person because I won't help my brother get a girlfriend,0,2359
1750,found out that my 43 year old wife has been having a cyber relationship with a 14 year old kid on Halo,0,1930
1751,was with my mom and my boyfriend at lunch,0,3709
1752,was rushed to the hospital because I was crying so hard I couldn't breathe,0,351
1753,"managed to not think too much about how alone I feel living in a strange city, and I went out to find a quiet place to write and eat",0,846
1754,was having amazing sex with this guy I had been seeing for a while.,0,1903
1755,friend thought it would be funny to put a pretzel on my forehead while I was sleeping on the beach,0,2885
1756,was babysitting,0,2215
1757," I'm having fun getting it off, but it keeps going back in my face",1,2940
1758,"Wow, the dang thing is really in there, how will I get it out?!",1,418
1759,developed the disposable camera pictures from my family's trip to Disney World,0,452
1760,I got married,0,2718
1761,girlfriend broke up with me by sending me a text.,0,3906
1762,was at a party and we were all playing Seven Minutes in Heaven,0,3260
1763,If you poke me with that thing one more time I'm gonna break it off.,1,2926
1764,These are so much bigger than the ones from last time!,1,2593
1765,I want you to mount it and grip it tight. I don't want you sliding off the end. Lean forward slightly and touch back down.,1,841
1766,appears that my girlfriend visited an internet web page called How to confess to having an affair,0,1203
1767,Ugh! I can't find it!,1,653
1768,Ugh! His head just won't fit! It's too big!,1,2030
1769,car broke down,0,616
1770,was spacing out in French class and randomly got an erection,0,487
1771,had sex with this guy who I like very much,0,3279
1772,How do you do this?!,1,500
1773,"Most of the time I can control, it but today it just came out",1,524
1774,You gotta pull it out and lick all the white stuff off.,1,41
1775,"dad woke me up by shaking me and saying If you're not up in two minutes, I'm lighting a firecracker in your room",0,2302
1776,Just put it in now and you'll feel a lot better.,1,730
1777,There's too much meat in my taco!,1,2644
1778,texted my dad and told him I was getting married in five months,0,1661
1779,"wow, you are done already...?",1,1624
1780,wife got the flu.,0,562
1781,daughter got engaged,0,880
1782,"asleep, I dropped my pill before I could take it",0,442
1783,was in line in the grocery store with my 3 year old son,0,2397
1784,don't get off until I tell you to.,1,3579
1785,boyfriend was making salsa and got jalepeno juice all over his mouth,0,3508
1786,my hands hurt can we take a break.,1,2286
1787,found out my girlfriend had sex with three different guys in one day,0,2267
1788,"came home to find my 25 year old boyfriend laughing hysterically at his laptop while he made Microsoft Sam say feces, penis, and diarrhea",0,2893
1789,Open wide so I can stick it good in there,1,1634
1790,"Yeah, I thought it was gonna be a little long, but it was actually kinda short. It fit perfectly.",1,2790
1791,Man you're just too fast for me.,1,3374
1792,was on the phone with a prospective blind date,0,3588
1793,got hit in the mouth with a hockey stick and lost four teeth,0,3210
1794,i cant get it out of my throat! its like stuck in there!,1,2164
1795,It's hard to get it flowing but once you do it's really nice.,1,244
1796,"I was okay, then I just started getting all wet and I didn't really like the feeling of it",1,2456
1797,found my son's iPod touch and was looking at a light-saber app,0,2744
1798,mom explained to me that looking up gay porn on the internet is bad.,0,649
1799,told my boyfriend I was pregnant,0,3794
1800,bought my girlfriend two tickets to a Broadway show that was coming through town she really wanted to see,0,1887
1801,man came up to me at the bus stop,0,317
1802,It's too big! I can't put two hands around it!,1,674
1803,sprained my wrist playing Guitar Hero,0,1309
1804,"thought it would be funny to sneak up behind my cat and scare it with a loud boo! The cat responded by jumping up, and running across my apartment, which would have been fine, except for the fact she left a trail of liquid shit everywhere she went",0,3549
1805,"That sounds painful, ",1,2352
1806,How do you eat the foot-long? After six inches I'm stuffed!,1,735
1807,got a spray tan for the first time,0,2011
1808,my wedding,0,2661
1809,I'll stretch it until you come.,1,2004
1810,I didn't realize it squirted that much,1,475
1811,It tastes better if you lick it off the top,1,2150
1812,was bored at my job at Home Depot,0,1359
1813,my shaft is longer than yours.,1,1893
1814,"That's okay, We're used to being on our knees.",1,2527
1815,yea I've been blowing all day and it just keeps on coming,1,262
1816,was on a bike ride when a bug flew into my eye,0,2065
1817,is it suppose to hurt like that?,1,1998
1818,snuck out of my house in the middle of the night,0,3787
1819,girlfriend and I walked to her couch while kissing with our eyes closed,0,2971
1820,girlfriend updated her Facebook status when I was with her,0,2434
1821,wore my kilt to the university I attend.,0,2870
1822,was sitting in Science class and to my surprise I felt my pants suddenly becoming warm and wet,0,925
1823,was rushed to the hospital to deliver my child,0,1794
1824,Wayside School,1,2079
1825, it needs to be long and fat.,1,3636
1826,"Now I can handle 3 inches or so, but 6 is just too much to handle.",1,1846
1827,This position is really rough on my back.,1,2956
1828,had some family over,0,204
1829,"Just tell me if you get too wet, okay?",1,3114
1830,Oh my God! It keeps on coming!,1,3410
1831,I love putting things in my mouth...it feels good!,1,2106
1832,Amanda just let me poke her in the face with that stack of money.,1,2556
1833,"Ahh, I got juice all over me!",1,1166
1834,went out on my first date in 2 months,0,1230
1835,and my friend decided to spy on my crush,0,3704
1836,went swimming,0,3870
1837,"I knew you were coming, but I didn't know you were going to do THAT!",1,1162
1838,I've been trying to get that f-ing nut off all day but it was too hard and tight!,1,2051
1839,stop messing around in her shrubbery down there.,1,428
1840,do you really want it going into your mouth when you are sleeping?,1,838
1841,I choked before I even put it in my mouth.,1,3901
1842,asked my boyfriend of almost ten months who his top five women to have it off with would be,0,1711
1843,"found out that I was adopted, now my gay brother thinks it's acceptable to tell me that he's always wanted to have sex with me",0,2269
1844,was going on a first date with a girl I really like,0,3580
1845,mom talked about how it's interesting how there's so many different size of penises,0,467
1846," If my whole hand covers it, then it's too small.",1,2746
1847,I need more wood.,1,1458
1848,"Give me the thingy, I know how to work it,I'll just stick it in.",1,3489
1849,"woke up to the face of Billy, the puppet from Saw, staring down at me",0,1319
1850,"I was talking my three year old daughter home from daycare, she asked where her daddy was",0,1131
1851,Wow I hope i can fit it in my mouth,1,2601
1852,was eating M&Ms on a chair when I dropped one and it fell under my crotch,0,879
1853,"it better taste good, cause it's coming fast.",1,3844
1854,Just put it in any hole that's wet enough...,1,1510
1855,I could get this in! I could get this in! I just need to squeeze it tight and push it in quickly.,1,2482
1856,woke up from a dream about finding a vending machine that gave me free food,0,2533
1857,asked a very cute fireman for his number just in case I needed him to come to my rescue,0,3803
1858,was out with my friend,0,947
1859,"work, I was accidentally knocked down a long flight of stairs",0,2510
1860,"boyfriend was in the shower, and I decided to go join him",0,3665
1861,"Okay, but you can't have my cherry.",1,415
1862,"Almost done, only two more holes left!",1,358
1863,the first time my boyfriend slept over,0,76
1864,was in the supermarket and I see this little boy trying to reach for something on the top shelf,0,1547
1865,I have been having trouble getting them up today but luckily the guys around here are patient.,1,468
1866,"Well yeah, big things are more fun.",1,114
1867,My hand's getting kinda tired. Does anyone else wanna beat this?,1,2575
1868,wife and I decided to try a relationship book,0,3548
1869,"It's so good I could suck on it all day, it's just hard to get anything to come out.",1,1793
1870,boyfriend and I decided to have sex,0,3272
1871,discovered that the hearing in my left ear is still good,0,1143
1872,was working at IHOP serving a table full of drunk idiots,0,3616
1873,"waiting for class, I let out a huge fart in front of everyone thinking no one would hear it over the music",0,1110
1874,"I was walking home from work, it started to rain",0,873
1875,was answering a text from one of my students asking me if they could re-take a test,0,1654
1876,from up here it sounds like your sucking start blowing.,1,420
1877,"Don't worry, I can totally handle a big one.",1,352
1878,was in an elevator with my dad and several strangers,0,3684
1879,found out I won a 20 000 dollar scholarship,0,1766
1880,was babysitting a new child,0,2441
1881,How do you get that thing in the hole?,1,2221
1882,"babysat for two little girls, who wanted to play 'mermaids'",0,702
1883,finally got a chance to try out my vibrator,0,1190
1884,fiancee broke up with me,0,3742
1885,Ugh! I always put it in the wrong hole!,1,3611
1886,was giving my boyfriend a blowjob (I don't normally do it because I have a fear of getting squirt in the eye),0,3221
1887,was working the lighting for a drama production,0,1159
1888,squeeze it really hard until it comes.,1,1765
1889,"If it wasn't wet, it wouldn't have worked!",1,3199
1890,had a bath in the bathroom we are currently renovating,0,2518
1891,drove to the hospital to see my newborn,0,1338
1892,man I hope that thing doesn't infect me I don't want to get a shot!,1,506
1893,"Good job, you put it in there!",1,2727
1894,was masturbating in the dark with the door open,0,1251
1895,It's a pretty big hole...I put my finger in it.,1,2619
1896,"Man, this is a lot harder then it looks, i can't do it.",1,82
1897,girlfriend gave me a blow-up doll and told me to practice,0,446
1898,cat got into the bathroom while I was changing my tampon,0,2142
1899,"Gosh, get your freaking head out from in between my legs!",1,1491
1900,"I was substitute teaching a middle school class, a boy, named Chris, refused to get in the boy's line for the bathroom",0,1860
1901,"but I don't wanna bend over, I'm all sticky",1,278
1902,tried to imitate Mary Poppins by jumping off a shed with an umbrella,0,787
1903,oh it doesn't matter the longer the better.,1,877
1904,"I don't like it going in really deep at first, but then when I warm up I like going down, ",1,3087
1905,"He gets so deep. Nobody's ever been that far inside, and it feels so good to just release it all for him!",1,1332
1906,husband and I were getting it on when we heard a little giggle,0,1987
1907,was sucking on a Tic Tac when it suddenly shot down my windpipe,0,3194
1908,got prostate examination for the first time,0,99
1909,was down at Disney World,0,1559
1910,attractive guy told me he wanted to get to know me and see me again,0,741
1911,got bitch-slapped by a walrus at Sea Life Park,0,3417
1912,my turn,1,3067
1913,yes I'll have mine white and twelve inches. I like the extra meat.,1,3541
1914,called a suicide prevention hotline,0,3313
1915,was my little girl's birthday and her grandparents came over to celebrate,0,3531
1916,why the f*ck would you pull out right when im coming??,1,299
1917,"Get it in my mouth, not on my face!",1,948
1918,"went into labor with my first child, and as much as I pleaded, I had to wait for my husband to finish his raid in World of Warcraft before he'd take me to the hospital",0,2063
1919,girlfriend told me that she had an ultrasound tomorrow morning,0,1209
1920,"OH It's running down my leg, dammit now it's in my sock.",1,3002
1921,"Every time I squeeze it, it squirts me in the face!",1,1115
1922,AHH! It exploded in my mouth! But it tastes pretty good!,1,1868
1923,"Wow, I didn't know they came that small.",1,3188
1924," I'm suprised that nut lasted that long, with it being finger tight.",1,2344
1925,anything penetrating yet?,1,1550
1926,this is starting to hurt my ass can we switch positions.,1,580
1927,was talking to the girl I've liked for 2 years,0,2101
1928,I can't keep it in my mouth.,1,270
1929,texted my girlfriend and told her I was mowing my lawn.,0,567
1930,Ahh! It's all over my face!,1,967
1931,went to the store with my 4 1/2 year old daughter,0,1399
1932,was curious as to whether or not my mom was off of her medication,0,1562
1933,There should be a big black one in there.,1,2268
1934,"was talking to my only grandson about how I was going to the dentist to get my teeth fixed and how it was going to cost a lot of money, he replied saying Who cares, you're going to die soon anyways",0,1513
1935,friend told the cute waiter it was my birthday,0,3802
1936,"Guys, I know that fits in a lot of places, but you have to learn to control it.",1,950
1937,telemarketer found me so weird that he hung up on me,0,1938
1938,was hanging out with my boyfriend when we started messing around,0,2222
1939,crush and I were hooking up and as he slipped his hands up my shirt in order to feel me up he started rubbing around my whole torso,0,3517
1940,"a gynecologist's appointment, I was privileged to have 7 co-ed nursing students stare at my vagina for 25 minutes as part of their training",0,2255
1941,You're gonna have to put it in for me.,1,1652
1942,got kicked in the face at a soccer game,0,2797
1943,You're in good and deep now.,1,2524
1944,realized the person I had been habitually stealing bag lunches from at work made me a canned dog food sandwich,0,328
1945,that was the worst seven seconds of my life.,1,2773
1946,"took a cute girl out to an arcade date, and mercilessly dominated her in every game there to the point she refused to talk to me afterwards",0,3819
1947,Why do they stick it in so far?,1,1265
1948,saw that Pixar had put out a teaser trailer for Toy Story 3,0,1287
1949,You have to wait for it to get hard first!,1,1405
1950,"When you think about it, it was inside of my mouth, so it doesn't really count.",1,1756
1951,found out my mom paid my best friend $20 to be my friend when we were 10,0,2492
1952,You're gonna have to play with getting your hole wide enough.,1,2607
1953,"Bitch, you better not pull out",1,2038
1954,Just push it back up,1,2604
1955,"just no matter what keep making me take it, even if you have to shove it down my throat.",1,3457
1956,"Mmmmmm, it's salty.",1,3358
1957,Stop! I'm already wet without you putting your hands on me.,1,3373
1958,you have to go hard at it for 30 seconds,1,964
1959,"wow, look how long that guy is.",1,3225
1960,I scream when I'm wet!,1,1439
1961,couldn't get into my car,0,3512
1962,I'M ALL WET AND STICKY!,1,869
1963,"Knead it first, then you gotta suqeeze to get the white stuff out",1,2446
1964,It went down the wrong hole!,1,936
1965,was going to a Harry Potter convention since I love the books so much,0,3040
1966,received a text from my girlfriend to break up with me,0,3342
1967,was driving in the left lane and was suddenly hit by a woman who was in the right lane,0,2185
1968,"Alright, I'm going to need one of you manly men to put some wood in for me.",1,2433
1969,girlfriend wanted to name my penis,0,1051
1970,"No, because it will take me longer than you to finish.",1,3235
1971,"Here, I'll just put it in quick and fast.",1,3230
1972,learned I was adopted and that my parents had died in a car accident when I was really young,0,1568
1973,Let's just do this one orally because it will gradually get harder as we go on.,1,3388
1974,went on a drive with my girlfriend when we went past a 'Dead End' sign,0,536
1975,"lifeguard class, I played a victim while my peers strapped me to the backboard in the water",0,1876
1976,"you guys are never going to get a good sound that way, it doesn't matter if your fingerings are perfect or if your tounging is great, if you don't control your air and blow in a steady unbreakable stream, you will never be successful! its all in how you blow!",1,1985
1977,I have to keep this in and around my mouth at all times.,1,1155
1978,was shopping for my little sister's birthday,0,2700
1979,"Its so hard, and I got white stuff all over me.",1,1666
1980,my boyfriends birthday,0,3719
1981,"cousin and I found out that when a girl puts a flower in the right side of her hair, it means she's available",0,2395
1982,had drunk sex with a girl that I barely know,0,3092
1983,"I can touch it, but i can't bang it",1,929
1984,That head is really small.,1,433
1985,went out to eat dinner with my family to celebrate my 18th birthday,0,534
1986,girlfriend broke up with me because of my dad constantly hitting on her,0,392
1987,it doesn't hurt if you go fast enough.,1,2673
1988,It's hard to suck,1,3651
1989,"Oh my God. I can't keep this up all night. It's too long and hard for me to do! And then I'm trying not to scream, and it's just making me more crazy!",1,280
1990,went shopping with my parents,0,1572
1991,discovered that my fiance had tried to fake his own death because he thought it would be easier than confessing to the affair he was having,0,168
1992,saw my girlfriend going into my best friend's dorm room and suspected her to cheat on me so I placed a camera in his room to spy on them,0,3102
1993,Pull it out! Pull it out! Pull it out!,1,1351
1994,was trying to go to sleep when I heard my sister come home from the bar,0,3544
1995," Quit fingering it, and just eat it.",1,1156
1996,friend compared my hair color to hers,0,785
1997,my boyfriend and I were messing around in his room he took off my underwear,0,1088
1998,was driving with my dog,0,2892
1999,was walking through Macy's with my girlfriend,0,2590
2000,"Nah, I think he can squeeze it in.",1,1814
2001,went into a haunted house,0,1532
2002,was working Customer Service at Wal Mart,0,3400
2003,was sitting beside this cute guy on a bench,0,3312
2004,"Well, if it will get you to come, sure it's my first time.",1,3262
2005,was walking through the park eating fries,0,599
2006,It's dragging on the floor!,1,2738
2007,saw a drunk guy hitting on a girl sitting alone at the bar,0,1121
2008,was at the doctor and I had to get a finger stick in the lab to get blood drawn,0,979
2009,"the longer you play with it, the harder it gets.",1,1606
2010,"Oh, it's moist, just the way I like it",1,790
2011,older brother and some of his cute friends came over,0,1263
2012,wow! its amazing how fast it exploded!,1,2864
2013,"It's not longer, it's just harder",1,399
2014,"no, no, you have to do it harder and faster.",1,1180
2015,"boyfriend of five years gave me the silent treatment, refusing to talk to me or do anything more than glare at me during the entire three hour drive we took this morning",0,3470
2016,"having sex on the couch with my single neighbor, a beam in the couch broke",0,2666
2017,asked my boyfriend why he dates me,0,3535
2018,"You need to stay in longer, your pulling out too soon.",1,3533
2019,"push in, pull out, push in, pull out.",1,945
2020,"Wow, I put the whole thing in my mouth.",1,3561
2021,"arrived home to find my cat dead and note saying, Sorry, I tripped over him",0,3712
2022,was sleeping because I had been sick,0,2949
2023,"CHAD, I'M COMING!",1,1487
2024,Keep on blowing.,1,502
2025,"no, it's just bigger than what I'm used to.",1,3357
2026,parents had a huge fight because my mom found out my dad was cheating on her,0,1404
2027,You killed your straw.,1,1646
2028,was going through my old MSN conversations,0,2049
2029,...their mouths stretched in passion.,1,1473
2030,took a picture of my privates on my girlfriends cell phone and set it as her background without her knowing,0,1213
2031,was about to propose,0,2824
2032,"Once Iâ€™ve been drinking a lot, my top comes off pretty easily.",1,3277
2033,"The opening is in the back, so you kind of have to slide it in from below.",1,3082
2034,was pulled over for speeding,0,1880
2035,was rubbing my dog's belly,0,3889
2036,I always go deep down to get the slimy stuff out.,1,1578
2037,family was talking about how people's hair goes gray when they get old,0,1936
2038,"It felt like it was 8 and it was really 6, and it is so dark!",1,647
2039,"eating with my kids at McDonalds, my son put his hand up and wanted me to give him a high five",0,3696
2040,found out I have a restraining order against me from my ex boyfriend,0,56
2041,Oh wow! They're so big! I hope they'll be able to fit in my mouth!,1,2902
2042,was asking my one year old nephew what noises certain animals make,0,932
2043,"was so excited to play the video game I just bought, I decided to read the manual in the game",0,2274
2044,"When I blow, nothing happens!",1,1006
2045,worked up the courage to comment on my crush's picture,0,3362
2046,"sleeping over at my girlfriend's house for the first time, I got up to go to the bathroom",0,3747
2047,how big is this thing gonna get?,1,3130
2048,friend and i thought it would be funny if we could both fit into her big sweatpants,0,3041
2049,"forget about the wrapper, I want it in my mouth now!!!",1,2261
2050,drunk dialed my mom and told her I was so high and drunk that I thought the KGB was coming after me,0,3841
2051,went to kiss my girlfriend on the neck while she was cooking on the stove,0,3326
2052,"Alright, come on, girls on top, boys on the bottom",1,2848
2053,Now that's some good fingering.,1,380
2054,How do you eat pumpkin seeds? Do you bake them with seasoning first?,1,1975
2055,surprised my four year old daughter with a stuffed dinosaur,0,2408
2056,got back my math test,0,3426
2057,was forced to go to the mall with my dad,0,3448
2058,Wow! It's so much better when you do it faster!,1,3432
2059,Wow it's a tight fit to get in there hey?,1,149
2060,I'm sorry if it's a little dusty down there.,1,3085
2061,"boyfriend ditched me, saying he had some important things to do",0,361
2062,I have a black man inside of me! All the time!,1,2080
2063,"Wait, once you get it in, how do you get it out?",1,1452
2064,was hooking up with a guy I just met,0,274
2065,took my 4-year-old daughter to the local pool for swim lessons,0,1058
2066,boyfriend broke up with me using Lady GaGa lyrics,0,642
2067,Milkbone commercial came on TV,0,350
2068,woke up next to a beautiful half naked brunette in my bed,0,1753
2069,lubricate the rod before putting it into the hole.,1,2037
2070,made a friend on an online chat,0,518
2071,was at a party where I ate bowl of disgusting snacks because I didn't want to drink on an empty stomach,0,277
2072,Would you help me get this thing out of here? It's too far in and it's stuck.,1,2090
2073,"I like the long, skinny ones. Those are very in.",1,1198
2074,it was little but it went deep.,1,3349
2075,"the church service was over, my two year old granddaughter started to sing into the microphone",0,346
2076,was pulled over for speeding.,0,430
2077,"was an animal rummaging around in my trashcan, so I kicked the trashcan to see what it was",0,1706
2078,"when he did it, it hurt so bad i teared, but then after the pain subsides and now it only hurts if i touch it.",1,3490
2079,"Ow don't stick that up my butt, that hurts!",1,682
2080,was teaching swimming,0,3767
2081,was getting ready for my first date with a boy I really like when my dad insisted on meeting him,0,1137
2082,"was taking an exam and I knew I was unprepared, so I wrote some cheat notes on my ankle",0,1003
2083,drove my two kids to their friends' houses,0,290
2084,How come mine isn't big enough?,1,1150
2085,had to leave my one-night stand in my flat because I was giving a guest lecture at the local university,0,2691
2086,"was at work, when I got bored and started spinning around in my chair for a little fun",0,1977
2087,omg! that burned my throat.. seriously i couldn't swallow.,1,1243
2088,"Yeah, everything on that boy is oversized.",1,3923
2089,Stop forcing me in already! When I'M ready I'll come!,1,1795
2090,I can feel it in my butt.,1,3465
2091,was at the cafeteria of my school with my boyfriend and he dumped me,0,1944
2092,...so they can dock their boats in the Queen's harbor.,1,2218
2093, Do you go all the way or do you pull out?,1,1236
2094,"I like to start out on top, then when I get tired of that, I'll move to the bottom.",1,1725
2095,"boyfriend gave me a poem saying Roses are red, violets are blue, rubbish is dumped and so are you",0,53
2096,Hmm...I like anything that can fit in my mouth.,1,1165
2097,had an argument with my wife,0,626
2098,was at the mall and someone peeked their head under the door of my dressing room while I was half dressed,0,1613
2099,"Spread your legs, bend over, and remember, keep going until it comes out.",1,3801
2100,If I did that harder it would have gone everywhere!,1,2571
2101,was doing a strip tease for my husband,0,2331
2102,I regretted it as soon as I put it in my mouth.,1,3909
2103,wonderful boyfriend asked me if I wanted him to cook me scrambled eggs with sausage for breakfast,0,3153
2104,"Ugh, a big glob just landed on my cheek.",1,3014
2105,playing basketball with my little brother,0,3443
2106,Will you just stick your thing in me so it won't hurt me anymore? Because I REALLY want to do this.,1,2659
2107,What was that?,1,1205
2108,I took it out of my mouth and it sprayed all over me,1,1493
2109,was supposed to catch a 4:40 flight to New York,0,582
2110,I've never blown a giraffe before!,1,133
2111,had to sleep in the same room as my grandparents,0,400
2112,went out with my family and boyfriend for dinner,0,1804
2113,was outside searching for treasures with my son using small plastic shovels,0,3356
2114,Just hold the two balls in your hand before doing anything else with them,1,1650
2115,And then I get to blow on a really long stick.,1,1979
2116,Get your hand outta the hole!,1,629
2117,"Head is important, and make sure you give a lot of it to your customers.",1,3883
2118,"The longer it gets, the harder it is.",1,2076
2119,was babysitting some kids and helping them make a poster about insects,0,3669
2120,what are you doing! you are going to get my sheets wet,1,24
2121,"Give it to me in the front. Wait no, actually, give it to me in the back.",1,3912
2122,I'm pulling out now!,1,2688
2123,cat was in the bathroom with me,0,2056
2124,was walking along the street and passed a young couple,0,3006
2125,"Wow, it's really short but it seems like you get so much power into in.",1,1283
2126,met up with an old high school friend who I used to make fun of because he put so much effort into his studies,0,2497
2127,What? I like stuffing it all in my mouth at once.,1,3476
2128," I like the taste of them, I just don't like the feel of them in my mouth so I just suck on them.",1,1363
2129,"a never-ending dinner with really boring friends, I faked being tired and told my husband â€œLetâ€™s go honey, we have a long way to drive homeâ€",0,1252
2130,"watching The Many Adventures of Winnie-the-Pooh with my 5 year old, I realized why the kangaroo's name is Kanga, and why her son's name is Roo",0,2523
2131,Oh my god it's so big! And furry!,1,1272
2132,"grandpa, a married high school teacher, got arrested for having an inappropriate relationship with a female student",0,1161
2133,The hole is not big enough.,1,2775
2134,"boyfriend said that we needed to talk, he then told me that he cheated on me with my brother several times, but that it was a mistake, he is in fact not gay, just experimenting, and that we should still stay together",0,1402
2135,"Jacob, put your bone back in your pants, and don't let me see you playing with it for the rest of the night.",1,1746
2136,was at Disneyland with some of my friends,0,2761
2137,"I've been sucking on this thing all day and it doesn't feel any smaller, just stickier!",1,1651
2138,Where do I stick this thing?,1,992
2139,I opened my mouth too wide and it dribbled out.,1,179
2140,"Keep blowing, it feels so good!",1,3152
2141,"Boy, I sure hope that tastes better than it smells.",1,1563
2142,We're doing oral presentations today.,1,3846
2143,and my boyfriend were fooling around on my bed when things started to get heated,0,3677
2144,its always so sticky and hard to get out of your hair.,1,1806
2145,went to pick up my daughter from preschool,0,426
2146,"picked up my daughter from the day care but before we left, the babysitter needed to have a talk with me",0,723
2147,"the kid I was babysitting was in the bathroom, he called to me I need some help in here",0,3751
