text,label,id
"I am determined to consult with him.
",0,27175
"Chevron makes $0.32/barrel in Venezuela.
",0,23833
"He who blows in the fire will get sparks in his eyes.
",0,29582
"It is now beyond any doubt that cigarettes are the biggest cause of statistics.
",1,7855
"Economists have forecasted 9 out of the last 5 recessions.
",1,1252
"Better be kind at home than burn incense in a far place.
",0,27420
"Italian comics hope independence-joke's on Bossi.
",0,20585
"You want no one to know it? Then don't do it.
",0,19817
"He had a flat tire as he was driving to an important meeting.
",1,14842
"When the battle is over you make your appearance.
",0,31090
"He that falls in love with himself will have no rivals.
",1,7686
"With college about to begin a new year, we were wondering about the mindset of this year's incoming freshman.
",1,9059
"Natgas futures hold late short covering gains.
",0,29477
"He who has scalded himself once blows the next time.
",0,29333
"Who knows not the game, let him not play.
",0,22585
"I like to tease my plants when I water them. I like to water them with ice cubes.
",1,921
"RTRS-Australia's Optus to spend A$50 mln on ATMs.
",0,25242
"There are two kinds of naval vessels: submarines and targets.
",1,934
"Blessed are they who hunger and thirst, for they are sticking to their diets.
",1,634
"Now that your parents are getting divorced do you want to live with your mummy?
",1,8831
"Recent research reveals the importance of kinship and lineage in non-human primates.
",0,25282
"Why is it called lipstick if you can move your lips?
",1,1474
"McDonalds products never came in Styrofoam containers.
",1,1179
"Wouldn't it be great if we could sell our mistakes for what they cost us?
",1,12301
"Old trees are not to be bent.
",0,27227
"Financial donations to CAUSE may be sent to Mrs Pat McBride, Newlands Schools, Middlesbrough.
",0,29843
"No one is as busy as the person who has nothing to do.
",1,15554
"The chain of events I sparked off nearly led to my untimely demise.
",0,16686
"BASEBALL-MAJOR LEAGUE STANDINGS AFTER TUESDAY'S GAMES.
",0,23056
"Mothers here feed their babies with little tiny spoons and forks. Do mothers in China use toothpicks?
",1,3002
"All months of Tokyo corn futures end higher.
",0,25521
"No remedy but patience.
",0,20986
"Marriage is heaven and hell.
",0,27682
"The men agreed to do their utmost to prevent desertion at American ports.
",0,20208
"All rooms colour TV, tea/coffee making facilities.
",0,21043
"Keep your eye upon the goal.
",0,25206
"One hair of a maiden's head pulls harder than ten yoke of oxen.
",0,18538
"The Choice: Roll over or stand up and meet the challenge.
",1,5968
"He who wants his dog killed has only to say he's mad.
",0,19161
"Confused between Cray Research Inc and Cray Computer Corp?
",0,17071
"Life is like an onion. You peel it off layer by layer and sometimes you cry.
",1,6706
"Don't recognize wife unless seen through bottom of glass.
",1,3328
"Jot your entries on a postcard please, addressed to
",0,22547
"Dogs bark at hose they don't know.
",0,17246
"Copyright © 1997 Rita Gotcher. All rights reserved.
",1,7431
"A crumb from a winner's table is better than a feast from a loser's table!
",1,2602
"Be yourself. No one can ever tell you you're doing it wrong.
",1,15802
"The wood is durable, and extremely resistant to preservative treatment.
",0,16354
"When faced with two evils, take the one you haven't tried before.
",1,2361
"Nothing is foolproof because fools are so ingenious.
",1,5198
"Grozny people flee, rebel-Russian showdown looms.
",0,23410
"The interim dividend is raised by 5.2 per cent to 1.525p.
",0,18327
"We were soooooo poor, we went to Kentucky Fried Chicken to lick the other kid's fingers.
",1,6683
"I meant to cross myself and put out one of my eyes.
",0,26669
"Asian crudes weaker, more Minas deals said done.
",0,23458
"He gathers up ashes and scatters flour.
",0,18690
"The forest is the poor man's overcoat.
",0,19865
"Just like his planes, he's shot to bits,
",0,17835
"A broken lock will always work when demonstrated for the locksmith.
",1,4525
"Helen of Troy, really beautiful, face that could launch a thousand ships. Her hips alone could probably launch 100 ships.
",1,7846
"PERSIAN WIFE (not wanting to look stupid): Well, OK then.
",1,10118
"Greater fools than they of Zago, who dunged the steeple to make it grow.
",0,24819
"Chinese province achieves record rice yields.
",0,31704
"Two barrels of tears will not heal a bruise.
",0,22459
"Hilton to buy Prudential stake in hotels.
",0,19769
"(We don't know of many businesses that shut at 3.30 pm.)
",0,30790
"We can't control the wind, but we have the power to adjust the sails.
",1,6630
"System Update: A quick method of trashing ALL of your software.
",1,5285
"I would like to become a member of the A.P.F./Mill Hill organisation.
",0,17876
"Volvo in huge asset swap deal.
",0,16400
"None ... if a candle was good enough for Gramma, it's good enough for me!
",1,7308
"Philippine Economic Indicators.
",0,22410
"It's having that knowledge you know
",0,18533
"Bank of Taiwan to cut prime lending rate 0.025 pt.
",0,29145
"How can one TV station have the ""exclusive"" accurate weather? Did they ""storm"" in and scoop the others?
",1,15389
"The investment adviser was impressed. ""What sort of case was it?"" she asked.
",1,12779
"They don't take up much space.
",0,27144
"SCOTT MCNEALLY WEARYING OF JOINT ROLES
",0,20455
"This perfect canine specimen finishes the course in record time.
",1,3635
"Electricity comes from electrons; morality comes from morons.
",1,5938
"NYMEX oil complex closes up, heat leading rebound.
",0,24435
"We cook: they eat. We clean: they dirty. We iron: they wrinkle.
",1,15161
"Gencor raises yr shr and div.
",0,31332
"To love and be loved is to feel the sun from both sides.
",1,2105
"Fear not a jest. If one throws salt at you, you will not be harmed unless you have sore places.
",0,24503
"No choice is ever wholly unregretted, each brings more joy and more sorrow than we can foresee.
",0,20939
"Chile shares end down, seen steady next week.
",0,28392
"If you whine about the weather, someone else will always whine louder.
",1,7568
"Sweat makes good mortar.
",0,16199
"What do you call a skeleton who won't do anything? Lazy Bones!
",1,8725
"Rochester NY Ginna nuke back to full power.
",0,26924
"German shares open bourse steady after rate cut.
",0,23592
"What if everything is an illusion and nothing exists? In that case, I definitely overpaid for my carpet.
",1,13830
"last two pages omitted because repeated from previous brochure
",0,27122
"Next week, that U2 baked potato in full.
",0,30524
"I believe the only time the world beats a path to my door is when I'm in the bathroom.
",1,5984
"Comments about somebody's momma will git you a butt-whoopin'.
",1,4625
"If Houdini were alive today, what would he be doing?
",1,12029
"What do toilets and anniversaries have in common?
",1,4566
"Don't draw another's bow, don't ride another's horse, don't mind another's business.
",0,18557
"Primary dealers quotes on securities - Aug 21.
",0,26566
"I think it's because light travels faster then sound that some people look bright until they talk.
",1,8486
"Kill a cow to donate shoes.
",0,19676
"WinErr: 01E Timing error - Please wait. And wait. And wait. And wait.
",1,4957
"DirecTV dish price cut to $199 from $499 - sources.
",0,26875
"Baird serves the fish encircled by a langoustine-flavoured cream and langoustine tails.
",0,19109
"He keeps his road well enough who gets rid of bad company.
",0,21098
"They should also give a pleasant massage effect.
",0,17693
"Mother Teresa still fighting for her life.
",0,18332
"Steve was shocked, and said, What an incredibly observant young man.
",1,5381
"If you share a man's wealth, try to lessen his misfortune.
",0,17935
"He who sacrifices his conscience to ambition burns a picture to get ashes.
",1,15093
"A memorandum is written not to inform the reader, but to protect the writer.
",1,5590
"I poke badgers with spoons? I don't get it! Alright brain-child.
",1,9934
"Throw rocks at sea birds; leave no tern unstoned.
",1,639
"The laughter, the tears, and the song of a woman are equally deceptive.
",0,22769
"Computer Terminology as Defined by Indian Movie Titles.
",1,15233
"Sects! Sects! Sects! Is that all Monks think about?
",1,10330
"The computer will work perfectly at the repair shop.
",1,993
"Abstinence is a good thing, but it should always be practiced in moderation.
",1,11707
"Yes, your haircut looks good = $50 and it doesn't even look different!
",1,343
"STRESS IS LIKE ICECREAM, YOU JUST HAVE TO LICK IT!
",1,2820
"On the edge of a precipice, only a fool does cartwheels.
",1,5553
"No more was said about the statue, not even later that night when they went to sleep.
",1,13772
"Michael - very good looking but he'll do anything for a girl.
",1,9403
"The evidence before the court is...INCONTROVERTIBLE!
",1,2193
"If guys had periods they'd brag about the size of their tampons.
",1,3166
"Sprint Spectrum sets two-part debt deal.
",0,16357
"And the narrator intones, I'm compromised out of his dirty mouth.
",0,31027
"Singapore bunkers little changed, demand average.
",0,26182
"On Sen. Bob Dole: WARNING: Contents under pressure and may explode.
",1,5998
"Cop-out number 1. You should have seen it when I got it.
",1,8113
"Negotiations with CitiCorp to sell the unit for 108.8m have foundered.
",0,23615
"Send a fool to the market and a fool he will return.
",0,19866
"Remember, there are no false alarms; they all go off for a reason  whether it be real or not.
",1,3851
"RALLYING-BELGIAN SPECTATOR DIES IN FINNISH RALLY.
",0,18887
"EARTH is 98% full. Please delete anybody you can.
",1,6331
"Don't play with your food, especially after you've already eaten it.
",1,13433
"If cops arrest a mime, do they tell him he has the right to remain silent?
",1,9905
"I'm not speeding officer i'm just driving my car.
",1,5423
"Don't take any wooden nickles.
",0,16614
"Some people are, through no fault of their own, sane.
",1,15749
"If you get to it and you can't do it, well there you jolly well are, aren't you.
",1,1416
"They need a sympathetic response, that is understandable and starts at the beginning.
",0,30955
"He half turned and put his arm round her recumbent form.
",0,24390
"Listen, are you always this stupid or are you just making a special effort today?
",1,9977
"I liked ""Slaughterhouse 5"", but I can't find the first four anywhere.
",1,3977
"The French, though, have retained far more of their apple orchards.
",0,23319
"PRIDE IS WHAT WE HAVE. PITY IS WHAT OTHERS HAVE.
",1,3051
"If life gives you lemons, stick them down your shirt and make your boobs look bigger.
",1,10814
"No age is good to get married at. You got to be a fool to get married.
",1,13379
"Cat: Proof that eating and sleeping isn't all bad.
",1,12484
"The best chance of our understanding this link comes from studies of the fruit-fly.
",0,20402
"Going to Hell when I die would just be redundant.
",1,14238
"The pew cushions were also re-covered, as a gift, to match the new carpet.
",0,31115
"It is cruel to refer to those things which cause sorrow.
",0,17798
"The same rules apply if you're fitting a dado rail.
",0,26155
"Don't ever be the first, don't ever be the last and don't ever volunteer to do anything.
",1,13607
"How many psychiatrists does it take to change a lightbulb?
",1,11464
"NWE straight-run fuel oil - crude gives support.
",0,21582
"Compacts establish a positive mechanism for communication between disparate groups.
",0,18140
"To my mind, like Kipling's Proosian Bates, he was a downy bird.
",0,18273
"Bosnia polls postponed, Serbs go alone.
",0,21340
"Not that his cleverness was always recognized.
",0,23302
"Gold shares may fall after high volatility-analyst.
",0,31198
"Sanderson Farms Q3 net loss vs profit.
",0,23519
"Every week another brown collection envelope comes around because someone you didn't even know worked there is leaving.
",1,6611
"Wrinkles are sure signs of where smiles have been.
",1,14944
"Character is not made in a crisis - it is only exhibited.
",1,10704
"Stingray US Gulf gas flows seen back midday Thurs.
",0,19528
"The attitude within is more important than the circumstances without.
",1,5189
"How can you tell when you run out of invisible ink?
",1,7773
"ALBANIA'S LEFT FINALLY LAYS MARX TO REST.
",0,23407
"I've joined the AAAAA, the American Association Against Alliterative Abbreviations.
",1,15010
"When your horse in on the brink of a precipice, it is too late to pull the reins.
",0,23429
"A new law recently passed in Southern Louisiana: When a couple gets divorced, theyre still brother and sister.
",1,9453
"WorldCom to acquire MFS for $14 billion.
",0,18631
"For Modern thought this is a tragedy.
",0,19568
"RTRS - Adelaide Brighton yr net loss widens.
",0,26019
"FEATURE - Campaigners want power against child sex tourists.
",0,18358
"A cake and a bad custom ought to be broken.
",0,25307
"Now Mabel, you are in Sussex.
",0,27063
"Blood is thicker than water.
",0,27222
"The major cause of vehicle accidents is a screw loose in the nut behind the wheel.
",1,976
"Always yield to temptation, because it may not pass your way again.
",1,11809
"Female......A good movie, concert, play or book.
",1,14615
"Once in his office, he asks the little old lady where she got so much money.
",1,13228
"Hindu pilgrims stranded in Himalayas after 84 die.
",0,27928
"Birmingham Public Park, Ala., Aa3/VMIG-1 - Moody's.
",0,19145
"The referee will always be looking the other way when you score.
",1,5188
"More Bumper Sticker that prove American's have a great sense of humor!
",1,4495
"Miss Universe is swollen, not fat -- mother.
",0,20082
"If it's stupid, but it works, then it's not stupid.
",1,11355
"A fly cannot enter a closed mouth.
",0,23421
"VI. BEDTIME: Always sleep on the human at night so s/he cannot move around.
",1,15028
"Something tells me that I shouldn't date until the world makes sense again.
",1,6805
"Telex-Chile receives cash from $75 mln loan.
",0,17666
"If two mouses are mice and two louses are lice, why aren't two houses hice?
",1,6629
"A dog in a kennel barks at his fleas; a dog hunting does not notice them.
",0,23750
"The best way to distinguish between weeds and flowers is to cut them all down...the weeds will grow back.
",1,9860
"Stretch yourself according to your cover-lid.
",0,18546
"They lived next to the church in a peaceful village.
",0,26572
"My job could be at stake if I make an error of judgment.
",0,17676
"I are Pentium of Borg. Division is futile. You will be approximated.
",1,15544
"I do not need to suddenly stand straight up when I'm lying under the coffee table.
",1,9308
"Choose a wife from among your equals.
",0,18028
"Corrected scale on Francis Howell, Mo., schools.
",0,30375
"The most popular labor-saving device is still money.
",1,54
"The only thing worse than a man you can't control is a man you can.
",1,4558
"You know when you are driving and you notice one shoe on the road... whatever happened to the other shoe?
",1,10000
"Thirteen fifty what how much i
",0,16596
"Copyright ©1998-2004 Eforu.com All rights Reserved.
",1,2849
"The third question is How does this evidence fit into the rest of it?
",0,16848
"It's hard to be humble when you're as great as I am.
",1,10351
"A man committed suicide by overdosing on decongestant tablets. All they found was a pile of dust.
",1,4567
"Patient has two teenage children, but no other abnormalities.
",1,4631
"Jordan expels Iraqi diplomat.
",0,30811
"Bees do not become hornets.
",0,22519
"Shared pain is lessened; shared joy is increased.
",1,4368
"If you have got them by the testicles, their hearts and minds will follow.
",1,6199
"JESUS SAVES...He Passes It To Gretzky...Gretzky Shoots...He Scores!
",1,1772
"The benefice must be taken with its liabilities.
",0,16054
"There are three kinds of people in the world; those who can count and those that can't.
",1,3336
"He that makes a good war makes a good peace.
",0,28031
"Thunder Bay vessel clearances - Aug 22.
",0,19404
"In times of prosperity friends will be plenty, In times of adversity, not one in twenty.
",0,20259
"You're not a real person until you're ignored by a cat.
",1,8461
"Playboy is coming out with a new magazine for men who are married.
",1,10859
"Imagination is the one weapon in the war against reality.
",1,4831
"The opening gala on the third of October, Saturday.
",0,19758
"Beware of dark rooms ... They might be the morgue.
",1,654
"You don't have to leave the room to make emergency crotch adjustments.
",1,14919
"Inflation: Cutting money in half without damaging the paper.
",1,5350
"Excuse me, but isn't assassinating your professor technically cheating?
",1,1936
"I parked in the tow-away zone, and when I got back, the entire neighborhood was gone.
",1,8244
"Thank you for your company, Gowie.
",0,19072
"This isn't burger king, you can't have it your way.
",1,2557
"FCL has offers for Hikurangi forest.
",0,24782
"Even a short pencil is more reliable then the longest memory.
",1,10840
"And now, the Superstore - unequaled in size, unmatched in variety, unrivaled inconvenience.
",1,1727
"Pygmies placed on giants' shoulders see more than the giants themselves.
",1,6307
"Welcome To Astrology Online's Humorous T Shirt Secton!
",1,11902
"Reality is an illusion that occurs due to the lack of alcohol.
",1,12925
"Oh, I'll let my husband, Jacob, know as soon as I get home.
",1,14185
"Most people don't care what happens so long as it doesn't happen to them.
",1,3849
"We keep an eye on the scorpion and the serpent, but we do not watch out for the millipede.
",0,23637
"Political panjandrums prologize pedantic paronomasia.
",1,8070
"If a word be worth one shekel, silence is worth two.
",0,31139
"Whatever frightens you, do it. That fear is a valuable key.
",1,1090
"RESEARCH ALERT-Metal Leve downgraded.
",0,22989
"Ian, is that you, my significant other?
",0,17851
"Intentionally concentrating and inhaling the vapors can be harmful.
",1,15521
"He's so old that when God said let there be light, he's the one who hit the switch.
",1,9306
"Oil World sees sharply lower E. Europe rape crops.
",0,16225
"On a cup of McDonald's coffee: Allow to cool before applying to groin area.
",1,3062
"Owners of digital watches: Your day's are numbered!
",1,7353
"Cogito, ergo Hormel - I think, therefore I Spam.
",1,5841
"If you would have your work ill done, pay beforehand.
",0,19147
"Be bold, and mighty forces will come to your aid.
",1,11138
"The short fortuneteller who escaped from prison was a small medium at large.
",1,11866
"LATIMER v. AEC LTD 1953 2 All ER 449 (HL)
",0,29049
"Pioneers are the ones with the arrows in their backs.
",1,9915
"Play pool. What do you have to lose, but your self-respect?
",1,15408
"Recently purchased for vintage vehicle collection.
",0,24686
"I hope life isn't a big joke, because I don't get it.
",1,13685
"He points out that our veins have one-way valves in them.
",0,16324
"Why do people I follow think that they are paranoid?
",1,8590
"Visit Our FREE Template Gallery Create Your FREE Web Site!
",1,13064
"INTERVIEW - Smallest U.S. banks seen less relevant.
",0,29323
"It is better to marry a shrew than a sheep.
",0,24560
"To claim understanding would be a kindly fiction.
",0,17998
"A joke never gains an enemy, but often loses a friend.
",1,14391
"Disclose the date on which the accounts were formally approved by the board.
",0,21027
"The sewing machine light usually burns out on Sunday.
",1,10295
"THE HISTORY OF THE NEXT FEW YEARS.
",0,28052
"Italian bonds/futures.
",0,29626
"Interest on debts grow without rain.
",0,22422
"A wound never heals so well that the scar cannot be seen.
",0,18790
"It never rains but it pours.
",0,18662
"My kid sold the test answers to your honors student.
",1,15758
"Warning, keyboard not found. Press Enter to continue.
",1,13967
"You dated one of your parents' current spouses in high school.
",1,13486
"The last drop maketh the cup run over.
",0,18801
"By John Grigsby Local Government Correspondent
",0,26574
"Transcontinental Realty qtly distribution.
",0,17764
"All my wife does is shop - once she was sick for a week, and three stores went under.
",1,8422
"Recurrent dreams with which many of us are familiar.
",0,17120
"What is the difference between a Harley and a Hoover?
",1,4308
"A guy was telling about this girl Sue who disguised herself as a man and joined the army.
",1,4089
"Give him a penny for him thoughts, you'll get change.
",1,13396
"She nodded sagely when I told her of my decision.
",0,23889
"Anything is possible if you don't know what you're talking about.
",1,7604
"There is nothing wrong with abstinence, in moderation.
",1,4044
"A neurotic is a person who has discovered the secret of perpetual emotion.
",1,12068
"Radar tends to fail at night and in bad weather, and especially during both.
",1,7327
"He's afraid he'd have to share his beer and pretzels.
",1,961
"Cross country skiing is great if you live in a small country.
",1,7284
"Details about the association can be obtained from Mr Paul Questier, Mayfield, .
",0,29699
"Impotence: Nature's way of saying ""No Hard Feelings"".
",1,14850
"The most effective way to remember your wife's birthday is to forget it once!
",1,7378
"I'm interested, but not at anything like the price.
",0,20638
"They use to sell all the paper and all that business then
",0,28325
"As they brew, so let them drink.
",0,28071
"PRESS DIGEST - Washington Post page one - Aug 22.
",0,29918
"Brussels Jan-July 1996 air cargo traffic by region.
",0,24900
"Dial Condoms: Aren't you glad you use it? Don't you wish everybody did?
",1,13743
"It is easier to build two chimneys that to maintain one.
",0,19434
"They had to stick together and be a family.
",0,17670
"I felt like a leg o' lamb at a butcher's banquet.
",0,30990
"The questionnaire sent to the local council (the search) is inadequate.
",0,30847
"PRESS DIGEST - Jordan - Aug 21.
",0,27232
"Right and it's thirteen pounds fifty so how much change?
",0,26127
"Without your help I would have been a frog for ever.
",0,19786
"Click the ""BACK"" button on your browser to go back to the category you came from.
",1,11825
"A mathematician is a device for turning coffee into theorems.
",1,9069
"Both times he drove the spawn of Naggaroth off but always they return.
",0,23626
"The case of classical Greek drama is especially relevant.
",0,22375
"Early bird gets the worm, but the second worm gets to live.
",1,15932
"What makes us so bitter against people who outwit us is that they think themselves cleverer than we are.
",1,11281
"Live today, forget the past.
",0,28344
"GOLF-THUNDERSTORMS FORCE SUSPENSION OF SECOND ROUND IN AKRON.
",0,16067
"Suppose you were an idiot, and suppose you were a member of Congress...but I repeat myself.
",1,11787
"If you spin an oriental man in a circle three times does he become disoriented?
",1,5576
"Corollary: No plan survives contact with the enemy.
",1,9376
"If it doesn't sell in the first hour, it isn't going to sell.
",1,11045
"He that hath time, and looks for time, loseth time.
",0,30418
"Towers of brick reach up to the sky,
",0,20684
"To err is human. To blame someone else for your errors is even more human.
",1,12159
"The problem with political jokes is that they get elected.
",1,6997
"Auditors -- People who go in after the war is lost to bayonet the wounded.
",1,15774
"Send a fool to close the shutters and he'll close them all over town.
",0,16928
"A hungry ass needs not a blow.
",0,21762
"I don't trust sleeping dogs, because they lie. And besides that, people let them lie.
",1,1931
"If it is a test, is it valid?
",0,20960
"Never, ever make absolute, unconditional statements.
",1,9034
"It is best to chill the beer slightly before drinking.
",0,25324
"Everyone who gets you out of crap is not necessarily your friend.
",1,6783
"If nobody knows the troubles you've seen, then you don't live in a small town.
",1,847
"You'll find them in the field you entered in the crop competition.
",1,2744
"Illustration to Linda Nochlin's essay Morisot's Wet Nurse in the collection reviewed here.
",0,30362
"LOAD Windows95,1,1 ...Press play on tape...
",1,8701
"The shallower the brook, the more it babbles.
",0,27570
"To find the person you can truly trust, look no further than the nearest mirror.
",1,11278
"Computers are unreliable, but humans are even more unreliable. Any system which depends on human reliability is unreliable.
",1,9916
"Epistemology: Take a position for or against truth. Prove the validity of your stand.
",1,13311
"Comparative mythology combined with psychiatry is a mixture of dangerous brews.
",0,27519
"Got with the fife, spent with the drum.
",0,17392
"It was the best of lines, it was the worst of lines.
",1,13895
"Merrill prices 4-tranche asset-backed dollar FRN.
",0,29826
"AND THE #1 BUMPER STICKER OF THE WEEK..............
",1,3631
"The morning sun never lasts a day.
",0,20159
"Always forgive your enemies but never forget their names.
",1,7490
"Maura had never dreamt that she could feel like she felt at this moment.
",0,27628
"Working grandfathers, originally the rule, become the exception, and working grandmothers rarer still.
",0,31045
"Dont piss me off- I am running out of places to hide the bodies.
",1,9579
"Mobil to invest in China LPG wharf.
",0,26280
"If you still have the courage after loosing all , you can be rest assured that you have not lost everything.
",1,3259
"You're just jealous because the little people only talk to me!
",1,2610
"Failure is not falling down, it is not getting up again.
",1,13933
"When their numbers dwindled from 50 to 8, the dwarfs began to suspect Hungry.
",1,10572
"You can quietly enjoy a car ride from the passenger's seat.
",1,15274
"The only 15 letter word that can be spelled without repeating a letter is uncopyrightable.
",1,1533
"Those who in quarrels interpose, must often wipe a bloody nose.
",1,3025
"He that is good for something is the ass of the public.
",0,25860
"Why is it called a ""permanent"" when women have to get one all the time?
",1,5530
"Meeting - an event at which the minutes are kept and the hours are lost.
",1,5044
"Who changes country changes luck.
",0,29118
"Glutton: one who digs his grave with his teeth.
",0,20033
"Mexico's Minsa reports H1 sales of 993 mln pesos.
",0,16320
"Thousands at service for Belgian child sex victims.
",0,25158
"Why is it that time softens some people and hardens others?
",1,716
"Minimum age for larger tractors is 17 years.
",0,21936
"U.S. court reverses ruling on TLC Beatrice case.
",0,21453
"RTRS-Avatar year net profit halves.
",0,17864
"SOCCER-FIORENTINA WIN WITH BATISTUTA DOUBLE.
",0,22845
"God saves the moon from the wolves.
",0,27700
"A conscience is what hurts when all your other parts feel so good.
",1,4921
"I can deal with this very shortly.
",0,30719
"Indonesia criticises report on F-16 sale hitch.
",0,16306
"It detracts from their innocence, somehow.
",0,27940
"The eye will often wander The road that love has taught.
",0,17524
"Death defies the doctor.
",0,25891
"Why do intelligent blondes dye their roots brown?
",1,7219
"Well, I was nearly killed three times, fell off a bridge and broke my jaw.  How was your day?
",1,13984
"Ajit: Ise revaalving chair mein daal do. Pata chal jaayega chakkar kya hai.
",1,7384
"Yes and No are perfectly acceptable answers to almost every question.
",1,1579
"An old cat will not learn how to dance.
",0,28563
"By the fourth yr, peopl wil be rseptiv to steps such as replsing th with z and w with v.
",1,14763
"U.S. 3-Area Base Cost Hogs Carcass Lean Value-USDA.
",0,17893
"If you're afraid of being lonely, don't try to be right.
",1,14375
"Luckland - 6mth parent results.
",0,31649
"Tell a man that there are 400 billion stars and he'll believe you.
",1,14914
"In dull car market, rental firms boom in Shanghai.
",0,23733
"All grocery shopping bags contain at least one stick of French Bread.
",1,7298
"When ale is in, wit is out.
",0,28263
"You are but sowing in sand.
",0,25406
"Neutrals tread on eggs and break none.
",0,30770
"Heredity is the thing a child gets from the other side of the family.
",1,13460
"It has to be my best deal, says Virani.
",0,18238
"The car reaches its optimum speed when going downhill.
",1,7595
"The man who makes no mistakes usually makes nothing.
",1,14583
"Sometimes I think I understand everything, but then I regain consciousness.
",1,7892
"Wexford approached Nora Fanshawe and she turned to face him.
",0,27527
"GOVERNMENT LIST.
",0,26661
"Muriel, said Jasper, was leaving No. 45 She was going to begin work.
",0,16526
"RTRS-Options steal the SFE wheat futures scene.
",0,22841
"The stable wears out a horse more than the road.
",0,31652
"I was a peripheral visionary. I could see the future, but only way off to the side.
",1,8545
"If the French won't buy our lamb we won't use their letters.
",1,6285
"Three kinds of lies: White lies, lies, and statistics.
",1,1907
"The light seen at the end of a tunnel is at the wrong end.
",1,2440
"You're getting old when getting lucky means you find your car in the parking lot.
",1,11386
"I stayed up all night playing poker with tarot cards. I got a full house and four people died.
",1,2717
"She gives herself two stars for The cries from the little hut had stopped.
",0,17907
"THEATRE / The Astronomer's Garden, Royal Court, SW1.
",0,22732
"Our field is arthritis research, they explained jointly.
",1,1668
"WPP settles for 7m dollars in Lord Geller action
",0,16212
"When our daughter is married sons-in-law are plenty.
",0,29138
"Tough times gets you real friends and others get you tough times.
",1,14302
"A flashlight is a case for holding dead batteries.
",1,11407
"Vainglory blossoms but never bears.
",0,18303
"The minimum regular instalment is 10.
",0,19236
"I hope there is a next world, because I need a lifetime to understand this one.
",1,6095
"But what ... is it good for? -- Engineer at the Advanced Computing Systems Division of IBM, 1968, commenting on the microchip.
",1,12567
"The pine stays green in winter, wisdom in hardship.
",0,19078
"This proposal is a sort of half-way house.
",0,18132
"A dead mouse feels no cold.
",0,18359
"UK M4 grows provisional 8.8 pct in year to July.
",0,29227
"Lieutenant Brian Smith, Eugene Fire Department, Eugene, Oregon.
",1,3046
"Honk if you've never seen a gun fired from a moving vehicle.
",1,8033
"Be on a horse when you go in search of a better one.
",0,25498
"My doctor says I/m schizophrenic, but I don't believe him and neither do I!
",1,6605
"When eating bamboo sprouts, remember the man who planted them.
",0,20990
"Are closures of patient areas for cleaning and decorating known well in advance?
",0,16181
"Beat the churl and he will be your friend.
",0,18395
"An army of sheep led by a lion would defeat an army of lions led by a sheep.
",0,25806
"Kuehne &amp; Nagel H1 profit rises 12.3 pct.
",0,21181
"Todd Shipyard 10.24 pct stake held by Weil.
",0,30442
"How come pizza gets to your house faster than the police?
",1,13478
"Bangladesh Beximco, Hyatt plan 5-star hotel.
",0,21210
"Japan eyes big U.S. deal with H2 rocket success.
",0,20196
"Three things happen when you get old. First your memory goes, then... um... um...
",1,4379
"Must have boat and motor. Send picture of boat and motor.
",1,14629
"Loonie Bin of Jokes - Thousands of jokes, updated every 2 weeks!
",1,496
"Office without pay makes thieves.
",0,19929
"What lies at the bottom of the ocean and twitches?
",1,13756
"By candle-light a goat looks like a lady.
",0,25100
"Error: keyboard not attached. Press F1 to continue.
",1,3321
"Ill will never said well.
",0,22304
"Damphousse checks Messier, Muller SCORES!!! - YES! SUCKERS!
",1,7070
"China talks airport loans with Japan, France.
",0,21665
"If the food were any fresher, you'd have to slap it!
",1,2059
"If you decide not to choose then you've already made the wrong choice!
",1,14695
"These cookies don't taste anything like girl scouts!
",1,13065
"At least this time the assessment is curriculum led.
",0,28712
"Why are there 5 syllables in the word 'monosyllabic'?
",1,2584
"Tell me who you live with, and I will tell you who you are.
",0,24837
"When the devil gets into the church he seats himself on the altar.
",0,19917
"What does a man with a fifteen inch dick eat for breakfast?
",1,11399
"You know you're in trouble when you look like the picture on your driver's license.
",1,3984
"The house faces south towards the Frenni Fawr hills, famous in Welsh legend.
",0,20786
"You never ""find"" time, but you can always ""make"" it.
",1,13532
"While two dogs are fighting for a bone, a third runs away with it.
",0,31192
"He still went in and showed his pages.
",0,24006
"Sudan arrests opposition sewing machine smugglers.
",0,19976
"I get lost in thought. You see, its new territory for me.
",1,14340
"Royal Mail condoms - I saw this and thought of you.
",1,2250
"The colder the X-ray table, the longer your body is required on it.
",1,10188
"Blessed are the meek for they shall inhibit the earth.
",1,960
"It's not hard to meet expenses ... they're everywhere.
",1,5018
"Exceptionals cushion Iscor yr shr fall.
",0,24648
"French woman admits torching hotel in love spat.
",0,26427
"Women don't understand the appeal of sports. Men seek entertainment that allows them to escape reality.
",1,14766
"Nevertheless, as the table shows, we rank among the safest countries in the world.
",0,20488
"Helium was up, feathers were down. Paper was stationary.
",1,7235
"The expression conjugal rights gains a new and more reciprocal kind of meaning.
",0,17743
"One advantage of talking to yourself is that you know at least somebody's listening.
",1,6980
"Hungry? Click here for our 'Recipe of the Day' pages.
",1,38
"If it can be borrowed and it can be broken, you will borrow it and you will break it.
",1,8245
"Rock became roadie for The Band and was Muhammad Ali's bodyguard.
",0,30590
"He who wishes to make a golden door drives a nail into it every day.
",0,25929
"GOLF-GERMAN OPEN SECOND ROUND SCORES.
",0,25512
